Gene,Category,AR2_Eigenvalue,AR2_R2,AR2_RootType,Cosinor_Amplitude,Cosinor_Phase,Cosinor_qValue,Cosinor_R2,Cosinor_Rhythmic,JTK_Tau,JTK_qValue,JTK_Period,JTK_Rhythmic,Agreement
Lamp3,Other,0.4719,0.0442,Real,0.7595,12.77,0.6395,0.0605,False,-0.223,1,20,False,"All agree: none"
A930003A15Rik,Other,0.8117,0.3312,Real,7.173,14.3,0.0705,0.3117,False,-0.4278,0.4719,24,False,"AR(2) unique"
Klhl6,Other,0.39,0.0279,Complex,1.1711,8.15,0.91,0.0131,False,0.1673,1,28,False,"All agree: none"
Map6d1,Other,0.3524,0.0267,Real,2.7539,16.53,0.582,0.0729,False,-0.2482,1,24,False,"All agree: none"
Parl,Other,0.5501,0.0903,Real,34.0538,12.53,0.13,0.2543,False,0.3127,1,28,False,"AR(2) unique"
Cyp2ab1,Other,0.3817,0.0656,Complex,0.8622,0.43,0.6829,0.0519,False,0.1898,1,20,False,"All agree: none"
Abcc5,Other,0.5948,0.1538,Complex,1.0685,3.37,0.875,0.0184,False,-0.1172,1,20,False,"AR(2) unique"
Gm15760,Other,0.5411,0.0817,Real,2.0569,13.33,0.428,0.1131,False,0.3418,1,28,False,"AR(2) unique"
Alg3,Other,0.4068,0.4373,Complex,188.7562,2.76,0.004,0.5167,True,-0.5699,0.037,28,True,"Rhythm-only"
Camk2n2,Other,0.3603,0.0152,Complex,2.0802,10.23,0.7661,0.0365,False,0.2157,1,20,False,"All agree: none"
Clcn2,Other,0.1619,0.0096,Complex,35.4652,9.87,0.2736,0.1729,False,0.3521,1,28,False,"All agree: none"
Thpo,Other,0.4953,0.3076,Real,54.6581,1.7,0.0001,0.6939,True,0.6861,0.0044,24,True,"Rhythm-only"
Rps10,Other,0.4831,0.5038,Complex,349.185,1.81,0.0001,0.6939,True,0.657,0.0074,24,True,"Rhythm-only"
Teddm3,Other,0.2044,0.0033,Complex,1.2749,14.38,0.3407,0.1434,False,-0.2165,1,28,False,"All agree: none"
Magef1,Other,0.2821,0.0723,Complex,7.7043,3.24,0.1005,0.2796,False,0.3723,1,20,False,"All agree: none"
2510009E07Rik,Other,0.4708,0.1564,Complex,14.7476,6.38,0.0356,0.3676,True,-0.4117,0.5915,24,False,"Rhythm-only"
Ehhadh,Other,0.7076,0.2267,Real,248.5082,0.01,0.3061,0.158,False,0.2847,1,20,False,"AR(2) unique"
Tmem41a,Other,0.541,0.1383,Real,78.8049,7.15,0.0027,0.5399,True,-0.5091,0.114,24,False,"Partial"
Liph,Other,0.2618,0.096,Complex,0.1489,3.27,0.9389,0.0089,False,0.1006,1,28,False,"All agree: none"
Igf2bp2,Other,0.2247,0.0333,Complex,0.1671,20.85,0.9849,0.0021,False,0.2587,1,28,False,"All agree: none"
Tra2b,Other,0.4051,0.3424,Real,160.6279,2.56,0.0001,0.6953,True,0.6059,0.0195,24,True,"Rhythm-only"
Dgkg,Other,0.5712,0.1655,Complex,1.2266,15.99,0.4706,0.101,False,0.2523,1,28,False,"AR(2) unique"
Crygs,Other,0.6262,0.1903,Real,0.6594,15.85,0.831,0.0255,False,0.1952,1,28,False,"AR(2) unique"
Tbccd1,Other,0.1801,0.0061,Complex,49.8262,6.73,0.1167,0.265,False,-0.4291,0.4435,24,False,"All agree: none"
Kng2,Other,0.4163,0.0284,Real,74.1422,12.12,0.8578,0.0211,False,0.1792,1,28,False,"All agree: none"
Rfc4,Other,0.644,0.2993,Real,55.1701,0.44,0.0034,0.5266,True,0.5818,0.0296,24,True,"All agree"
BC106179,Other,0.1797,0.107,Complex,2.0247,15.56,0.2181,0.2003,False,0.4307,0.4435,28,False,"All agree: none"
Masp1,Other,0.5954,0.1097,Real,212.4998,11.68,0.0168,0.4226,True,-0.5018,0.1297,24,False,"Partial"
Sst,Other,0.1976,0.0363,Real,6.2557,13.9,0.106,0.2748,False,0.4408,0.375,28,False,"All agree: none"
Rtp2,Other,0.3991,0.0226,Real,1.9387,10.99,0.3234,0.1507,False,-0.2514,1,24,False,"All agree: none"
Bcl6,Other,0.1849,0.0258,Complex,95.9507,3.5,0.4996,0.0932,False,0.3035,1,20,False,"All agree: none"
P3h2,Other,0.3328,0.0171,Real,5.2582,7.83,0.3491,0.1399,False,-0.2618,1,28,False,"All agree: none"
Cldn1,Other,0.7494,0.7138,Complex,1407.7796,1.29,0,0.8329,True,-0.7564,0.0015,24,True,"All agree"
Tmem207,Other,0.4274,0.0569,Real,4.489,13.83,0.5082,0.0911,False,-0.1985,1,20,False,"All agree: none"
Gmnc,Other,0.5065,0.0926,Real,3.1283,14.61,0.2909,0.165,False,-0.232,1,20,False,"AR(2) unique"
Uts2b,Other,0.1409,0.0535,Complex,1.4858,11.95,0.4258,0.1137,False,-0.2491,1,24,False,"All agree: none"
Fgf12,Other,0.4975,0.1774,Complex,2.0926,13.64,0.2168,0.2011,False,-0.4335,0.4216,20,False,"All agree: none"
Mir690,Other,0.404,0.0476,Complex,0.1875,16.53,0.8554,0.0215,False,-0.2239,1,20,False,"All agree: none"
Mb21d2,Other,0.4736,0.1293,Real,36.0218,1.78,0.0238,0.3975,True,-0.4364,0.3955,24,False,"Rhythm-only"
Atp13a5,Other,0.7778,0.3264,Real,6.6512,11.76,0.0411,0.3564,True,-0.438,0.3955,28,False,"Partial"
Atp13a4,Other,0.6453,0.1336,Real,2.6206,12.59,0.2562,0.181,False,-0.2222,1,24,False,"AR(2) unique"
9530020O07Rik,Other,0.5433,0.1242,Real,1.2719,19.6,0.8503,0.0223,False,-0.2263,1,20,False,"AR(2) unique"
Gm1968,Other,0.6638,0.3131,Complex,0.631,13.57,0.8406,0.0238,False,0.1387,1,28,False,"AR(2) unique"
Cpn2,Other,0.3509,0.252,Real,60.1632,1.47,0.0007,0.6075,True,0.5913,0.0257,24,True,"Rhythm-only"
Lrrc15,Other,0.3601,0.0268,Real,1.3955,16.76,0.4798,0.0985,False,0.3212,1,28,False,"All agree: none"
Gp5,Other,0.3077,0.0191,Real,3.2093,13.01,0.1135,0.2677,False,-0.3315,1,20,False,"All agree: none"
Atp13a3,Other,0.5747,0.0888,Real,87.1575,11.6,0.0836,0.2966,False,-0.3273,1,24,False,"AR(2) unique"
Tmem44,Other,0.6339,0.2507,Complex,0.9769,14.94,0.9486,0.0075,False,0.1891,1,28,False,"AR(2) unique"
Lsg1,Other,0.387,0.0211,Real,26.0137,5.46,0.644,0.0596,False,0.2336,1,20,False,"All agree: none"
Xxylt1,Other,0.5032,0.0918,Complex,2.2084,21.88,0.777,0.0346,False,-0.2336,1,20,False,"AR(2) unique"
Acap2,Other,0.4708,0.0724,Real,6.0742,19.8,0.9174,0.0119,False,0.2336,1,28,False,"All agree: none"
Ppp1r2,Other,0.5622,0.251,Real,12.9579,16.57,0.5216,0.0876,False,0.2327,1,24,False,"AR(2) unique"
Apod,Other,0.1859,0.043,Real,1.5419,11.5,0.5055,0.0917,False,0.1938,1,20,False,"All agree: none"
0610012G03Rik,Other,0.5947,0.0934,Real,18.7735,8.69,0.5334,0.0845,False,0.2701,1,20,False,"AR(2) unique"
Senp5,Other,0.5614,0.0936,Real,34.1323,20.17,0.1411,0.2461,False,0.32,1,24,False,"AR(2) unique"
Pak2,Other,0.4153,0.0874,Real,12.233,19.07,0.8458,0.0231,False,-0.1091,1,20,False,"All agree: none"
Pigx,Other,0.7052,0.2374,Real,45.6936,14.04,0.0173,0.4205,True,-0.4672,0.245,24,False,"Partial"
Nrros,Other,0.3258,0.0765,Complex,2.1001,5.81,0.5377,0.0834,False,0.1673,1,28,False,"All agree: none"
Fbxo45,Other,0.4085,0.0286,Real,9.4998,4.23,0.1392,0.2475,False,-0.3884,0.8178,28,False,"All agree: none"
Slc51a,Other,0.2357,0.0162,Real,2.3525,15.67,0.1811,0.2209,False,-0.4265,0.4977,24,False,"All agree: none"
Tnk2os,Other,0.7799,0.3598,Real,2.495,12.97,0.4342,0.1112,False,-0.1971,1,24,False,"AR(2) unique"
Muc20,Other,0.5261,0.0697,Real,1.8656,16.22,0.248,0.1851,False,0.3577,1,28,False,"AR(2) unique"
Rubcn,Other,0.6027,0.1156,Real,23.528,2.73,0.0227,0.4011,True,0.4745,0.217,24,False,"Partial"
Iqcg,Other,0.3368,0.1593,Real,0.295,1.91,0.8894,0.0161,False,-0.0774,1,20,False,"All agree: none"
Umps,Other,0.5907,0.1644,Real,90.6017,6.33,0.0015,0.5704,True,-0.5455,0.0574,24,False,"Partial"
Kalrn,Other,0.2321,0.1554,Complex,0.0854,1.98,0.9992,0.0001,False,0.1343,1,28,False,"All agree: none"
Sec22a,Other,0.547,0.0793,Real,23.3053,22.24,0.0137,0.4367,True,0.4873,0.1674,24,False,"Partial"
Pdia5,Other,0.5917,0.1652,Real,97.29,7.67,0.0586,0.3278,False,0.4828,0.1807,28,False,"AR(2) unique"
Rps21,Other,0.4223,0.155,Real,33.4268,11.94,0.0194,0.4121,True,-0.5355,0.0719,28,False,"Rhythm-only"
Dirc2,Other,0.7154,0.489,Real,236.7833,22.58,0,0.8151,True,0.72,0.0024,24,True,"All agree"
Parp14,Other,0.5879,0.0663,Real,47.5156,21.07,0.0619,0.3232,False,-0.3358,1,20,False,"AR(2) unique"
Dtx3l,Other,0.5108,0.056,Real,50.927,4.39,0.2156,0.2017,False,-0.3448,1,28,False,"AR(2) unique"
Fam162a,Other,0.1156,0.0107,Complex,43.6155,4.28,0.0799,0.3007,False,0.4088,0.621,20,False,"All agree: none"
Csta1,Other,0.3445,0.0267,Real,1.2223,12.27,0.374,0.1309,False,0.3004,1,28,False,"All agree: none"
Gm6815,Other,0.4679,0.1045,Complex,0.4118,9.06,0.7973,0.031,False,-0.232,1,20,False,"All agree: none"
BC117090,Other,0.3793,0.0205,Real,4.5599,13.16,0.2879,0.1665,False,-0.3077,1,28,False,"All agree: none"
Stfa2,Other,0.5168,0.0837,Real,0.4542,21.41,0.7087,0.0468,False,0.2689,1,28,False,"AR(2) unique"
Stfa3,Other,0.7789,0.2995,Complex,0.2208,9.98,0.9024,0.0142,False,0.1353,1,28,False,"AR(2) unique"
Casr,Other,0.711,0.1969,Real,4.0651,17.2,0.0118,0.447,True,0.4509,0.3108,28,False,"Partial"
Cd86,Other,0.1136,0.0008,Real,3.1439,1.94,0.3759,0.1302,False,0.2889,1,20,False,"All agree: none"
Slc15a2,Other,0.4294,0.0773,Complex,5.4609,18.7,0.6922,0.05,False,0.32,1,24,False,"All agree: none"
Eaf2,Other,0.4656,0.0513,Real,0.7619,7.78,0.9015,0.0144,False,0.219,1,24,False,"All agree: none"
Fbxo40,Other,0.7761,0.2902,Real,6.6516,14.55,0.1628,0.2319,False,0.3127,1,28,False,"AR(2) unique"
Stxbp5l,Other,0.475,0.0584,Real,2.5511,12.82,0.1614,0.2327,False,-0.2731,1,20,False,"All agree: none"
Gtf2e1,Other,0.2179,0.02,Real,31.29,6.26,0.1281,0.2559,False,0.4436,0.351,28,False,"All agree: none"
Gm36028,Other,0.6674,0.6305,Complex,78.1859,3.52,0,0.8806,True,-0.7564,0.0015,24,True,"All agree"
BC031361,Other,0.6813,0.2434,Real,3.7995,5.01,0.002,0.5559,True,-0.5547,0.0504,24,False,"Partial"
Nr1i2,Other,0.5191,0.0912,Real,149.0701,10.24,0.0495,0.3418,True,-0.3855,0.8575,24,False,"Partial"
Maats1,Other,0.3827,0.0692,Complex,1.3618,10.56,0.039,0.3607,True,-0.4485,0.351,24,False,"Rhythm-only"
Pla1a,Other,0.5364,0.0781,Real,79.2509,2.38,0.0514,0.3386,False,-0.4582,0.2761,28,False,"AR(2) unique"
Adprh,Other,0.446,0.244,Real,12.9656,1.78,0.001,0.5925,True,0.5055,0.1297,24,False,"Rhythm-only"
Timmdc1,Other,0.7696,0.3037,Real,133.9536,3.51,0.0019,0.558,True,-0.6425,0.0093,28,True,"All agree"
Poglut1,Other,0.6405,0.3566,Real,83.2485,2.13,0.0001,0.7124,True,0.7153,0.0027,24,True,"All agree"
Arhgap31,Other,0.3773,0.02,Real,9.5156,3.95,0.208,0.206,False,0.4161,0.5568,20,False,"All agree: none"
Upk1b,Other,0.2729,0.0055,Complex,1.3272,15.54,0.6587,0.0567,False,0.2555,1,28,False,"All agree: none"
4930435E12Rik,Other,0.5398,0.142,Real,0.5161,13.26,0.7645,0.0368,False,-0.2564,1,20,False,"AR(2) unique"
Gap43,Other,0.4544,0.163,Real,1.9597,12.99,0.685,0.0515,False,0.1566,1,28,False,"All agree: none"
4932412D23Rik,Other,0.4294,0.0623,Complex,0.1605,19.7,0.9062,0.0137,False,0.1482,1,24,False,"All agree: none"
Gm9968,Other,0.4604,0.0504,Real,2.3554,14.14,0.0623,0.3225,False,0.4088,0.621,24,False,"All agree: none"
Tigit,Other,0.5864,0.0929,Real,2.801,10.25,0.5146,0.0894,False,-0.2784,1,20,False,"AR(2) unique"
Qtrtd1,Other,0.2158,0.0242,Complex,10.856,11.87,0.4596,0.1038,False,-0.2222,1,20,False,"All agree: none"
Zdhhc23,Other,0.4628,0.1343,Real,6.4648,16.25,0.0012,0.5836,True,0.5719,0.0368,24,True,"Rhythm-only"
Gramd1c,Other,0.7794,0.3063,Real,104.0143,0.21,0.0072,0.4797,True,0.4745,0.217,24,False,"Partial"
Atp6v1a,Other,0.6936,0.1952,Real,29.0728,9.11,0.4033,0.1209,False,-0.362,1,28,False,"AR(2) unique"
Sidt1,Other,0.6273,0.159,Real,1.8461,15.1,0.0972,0.2827,False,0.4307,0.4435,28,False,"AR(2) unique"
Boc,Other,0.6025,0.1759,Real,2.6555,14.9,0.1317,0.2531,False,0.4973,0.1406,28,False,"AR(2) unique"
Gtpbp8,Other,0.6585,0.1689,Real,40.7363,2.68,0.0058,0.4938,True,-0.5091,0.114,24,False,"Partial"
Slc35a5,Other,0.5698,0.1029,Real,18.2909,15.84,0.3773,0.1295,False,-0.2962,1,20,False,"AR(2) unique"
Cd200,Other,0.1831,0.0323,Real,2.6991,12.43,0.1272,0.2567,False,-0.3985,0.7357,20,False,"All agree: none"
Gm609,Other,0.351,0.0159,Real,0.2389,4.42,0.9856,0.002,False,0.1578,1,28,False,"All agree: none"
BC016579,Other,0.1969,0.0047,Real,1.6942,14.58,0.3327,0.1467,False,-0.2596,1,24,False,"All agree: none"
Tmprss7,Other,0.4018,0.0238,Real,1.7656,14.2,0.0804,0.3002,False,0.4453,0.351,24,False,"All agree: none"
Tagln3,Other,0.4084,0.027,Complex,3.8385,11.25,0.2273,0.1956,False,-0.4073,0.621,24,False,"All agree: none"
Abhd10,Other,0.6007,0.0935,Real,8.7279,21.2,0.265,0.177,False,0.2628,1,20,False,"AR(2) unique"
Phldb2,Other,0.7015,0.2009,Real,40.6574,20.22,0.2338,0.1924,False,0.3212,1,28,False,"AR(2) unique"
Plcxd2,Other,0.6198,0.125,Real,84.9846,18.2,0.3766,0.1299,False,-0.3108,1,20,False,"AR(2) unique"
Cd96,Other,0.7009,0.1749,Real,2.0713,14.45,0.2138,0.2028,False,-0.3839,0.9062,20,False,"AR(2) unique"
Nectin3,Other,0.6173,0.1072,Real,60.5456,21.22,0.0614,0.3237,False,-0.5263,0.083,28,False,"AR(2) unique"
6430553K19Rik,Other,0.4347,0.0326,Real,1.3171,13.73,0.3388,0.1443,False,-0.2995,1,20,False,"All agree: none"
Trat1,Other,0.1548,0.0069,Real,0.9527,13.17,0.2296,0.1945,False,-0.4073,0.6594,20,False,"All agree: none"
Dzip3,Other,0.2278,0.0055,Complex,1.6402,0.44,0.936,0.0093,False,-0.4117,0.5915,28,False,"All agree: none"
Gm4827,Other,0.3771,0.0485,Complex,0.437,20.95,0.7109,0.0465,False,-0.1225,1,20,False,"All agree: none"
Bbx,Other,0.8309,0.3669,Real,17.9812,2.31,0.3446,0.1418,False,-0.2868,1,28,False,"AR(2) unique"
Ccdc54,Other,0.4519,0.0365,Real,1.0212,12.94,0.748,0.0399,False,-0.1413,1,28,False,"All agree: none"
Alcam,Other,0.6498,0.1553,Real,124.5292,16.74,0.0084,0.4695,True,0.4465,0.3331,28,False,"Partial"
Zpld1,Other,0.6687,0.1754,Real,3.2294,14.24,0.2303,0.1941,False,-0.2836,1,20,False,"AR(2) unique"
Nfkbiz,Other,0.6141,0.1244,Real,10.3398,23.43,0.429,0.1128,False,-0.32,1,28,False,"AR(2) unique"
Nxpe3,Other,0.3131,0.0431,Real,1.1813,15.93,0.8158,0.028,False,-0.2857,1,20,False,"All agree: none"
Cep97,Other,0.5317,0.0705,Real,7.3739,4.44,0.0179,0.4179,True,-0.5255,0.0869,24,False,"Partial"
Zbtb11os1,Other,0.4656,0.048,Real,4.0785,22.3,0.2953,0.163,False,-0.4291,0.4435,28,False,"All agree: none"
Pcnp,Other,0.3614,0.2229,Complex,99.7875,1.82,0.0058,0.4934,True,0.5064,0.1232,28,False,"Rhythm-only"
Trmt10c,Other,0.6318,0.2446,Real,9.5828,18.11,0.8795,0.0177,False,0.1207,1,24,False,"AR(2) unique"
Tfg,Other,0.3439,0.1441,Complex,144.9268,4.62,0.1009,0.2792,False,0.365,1,20,False,"All agree: none"
Adgrg7,Other,0.7423,0.2385,Real,1.8302,12.17,0.0936,0.2865,False,-0.3272,1,20,False,"AR(2) unique"
Tmem45a,Other,0.2001,0.1046,Complex,2.3251,17.05,0.6147,0.0658,False,-0.2523,1,20,False,"All agree: none"
Tmem45a2,Other,0.4968,0.0532,Real,1.1794,11.33,0.4546,0.1053,False,0.293,1,28,False,"All agree: none"
Nit2,Other,0.6993,0.2396,Real,367.9795,22.77,0.0013,0.5771,True,0.56,0.0444,24,True,"All agree"
Tbc1d23,Other,0.4425,0.0327,Real,17.0488,19.76,0.2257,0.1965,False,0.3855,0.8575,24,False,"All agree: none"
Tmem30c,Other,0.5291,0.1335,Complex,0.3651,12.38,0.5888,0.0714,False,-0.3046,1,20,False,"AR(2) unique"
Cmss1,Other,0.6641,0.1511,Real,8.1189,20.89,0.2984,0.1615,False,0.2368,1,24,False,"AR(2) unique"
Col8a1,Other,0.2051,0.0018,Real,4.2245,16.65,0.2271,0.1958,False,0.3024,1,24,False,"All agree: none"
St3gal6,Other,0.4153,0.0452,Real,6.9048,3.67,0.6435,0.0598,False,-0.1964,1,24,False,"All agree: none"
Gm813,Other,0.3632,0.0164,Real,2.4006,13.55,0.2877,0.1665,False,-0.2921,1,20,False,"All agree: none"
E330017A01Rik,Other,0.4394,0.0312,Real,0.9486,13.11,0.3527,0.1384,False,-0.3015,1,28,False,"All agree: none"
Gpr15,Other,0.1362,0.0356,Complex,3.1891,14.03,0.1119,0.269,False,-0.3693,1,24,False,"All agree: none"
Olfr172,Other,0.5295,0.0791,Real,5.1593,14.43,0.2442,0.187,False,-0.3297,1,20,False,"AR(2) unique"
Olfr173,Other,0.6465,0.1557,Real,1.9399,13.84,0.1836,0.2195,False,-0.3119,1,20,False,"AR(2) unique"
Olfr175-ps1,Other,0.3163,0.0261,Real,0.8539,14.28,0.2821,0.1688,False,-0.2351,1,20,False,"All agree: none"
Olfr178,Other,0.5468,0.0831,Real,1.5931,15.51,0.0771,0.3039,False,-0.3512,1,20,False,"AR(2) unique"
Olfr180,Other,0.3177,0.0172,Real,13.5389,14,0.299,0.1611,False,-0.3474,1,20,False,"All agree: none"
Olfr181,Other,0.1356,0.0095,Complex,3.6804,14.19,0.3092,0.1565,False,-0.2532,1,24,False,"All agree: none"
Olfr186,Other,0.2924,0.0189,Real,5.9749,13.99,0.4108,0.1185,False,-0.2482,1,20,False,"All agree: none"
Olfr187,Other,0.2702,0.0156,Real,2.3179,13.53,0.3113,0.1557,False,-0.2509,1,24,False,"All agree: none"
Olfr190,Other,0.1985,0.004,Complex,8.4685,13.59,0.4109,0.1185,False,-0.1941,1,28,False,"All agree: none"
Olfr191,Other,0.1438,0.0146,Complex,29.9522,14.22,0.4063,0.1199,False,0.2142,1,28,False,"All agree: none"
Olfr192,Other,0.2489,0.0093,Complex,24.1433,14.08,0.379,0.129,False,-0.1938,1,20,False,"All agree: none"
Olfr193,Other,0.278,0.0107,Real,5.3698,13.41,0.3354,0.1457,False,-0.3046,1,28,False,"All agree: none"
Olfr196,Other,0.2289,0.0222,Real,4.8773,14.48,0.3187,0.1526,False,-0.1945,1,20,False,"All agree: none"
Olfr197,Other,0.3618,0.0161,Real,44.321,13.65,0.262,0.1784,False,-0.3181,1,24,False,"All agree: none"
Olfr198,Other,0.2756,0.023,Real,8.5279,13.87,0.3785,0.1292,False,-0.2418,1,20,False,"All agree: none"
Olfr199,Other,0.4733,0.0547,Real,2.9914,14.1,0.2257,0.1965,False,-0.2669,1,24,False,"All agree: none"
Olfr201,Other,0.403,0.024,Real,3.2154,13.6,0.2146,0.2024,False,-0.3015,1,24,False,"All agree: none"
Olfr202,Other,0.565,0.0905,Real,6.8998,14.33,0.2216,0.1985,False,-0.2669,1,24,False,"AR(2) unique"
Olfr204,Other,0.1339,0.041,Complex,1.9415,13.43,0.4946,0.0945,False,-0.0963,1,20,False,"All agree: none"
Olfr206,Other,0.4419,0.0528,Real,2.7174,13.12,0.3159,0.1537,False,0.2899,1,28,False,"All agree: none"
Crybg3,Other,0.5386,0.5325,Complex,148.9453,5.08,0,0.7651,True,-0.6618,0.0064,24,True,"All agree"
Arl6,Other,0.1543,0.0052,Complex,5.3061,22.76,0.3034,0.1592,False,0.2805,1,28,False,"All agree: none"
Epha6,Other,0.6701,0.1676,Real,2.839,12.75,0.0133,0.4389,True,0.4863,0.1798,24,False,"Partial"
Nsun3,Other,0.7771,0.4147,Real,125.4042,0.09,0,0.7969,True,0.6351,0.0109,24,True,"All agree"
Arl13b,Other,0.2283,0.0486,Real,35.0136,3.04,0.0097,0.4597,True,0.5282,0.0827,24,False,"Rhythm-only"
Epha3,Other,0.21,0.0539,Complex,6.1616,13.6,0.073,0.3089,False,-0.4029,0.6938,24,False,"All agree: none"
Csnka2ip,Other,0.3009,0.0102,Real,1.9366,14.4,0.4622,0.1032,False,-0.2459,1,20,False,"All agree: none"
4930453N24Rik,Other,0.3523,0.0353,Real,14.2887,9.48,0.7235,0.0441,False,0.2044,1,20,False,"All agree: none"
Zfp654,Other,0.5173,0.0692,Real,24.1505,7.1,0.2082,0.2059,False,0.3869,0.8575,20,False,"AR(2) unique"
Htr1f,Other,0.6002,0.1147,Real,7.9565,12.5,0.0519,0.338,False,-0.4262,0.4721,24,False,"AR(2) unique"
Chmp2b,Other,0.6876,0.1848,Real,48.109,22.75,0.0144,0.4335,True,0.4873,0.1674,24,False,"Partial"
Cadm2,Other,0.345,0.0135,Real,4.9963,13.69,0.1244,0.2591,False,-0.4689,0.245,24,False,"All agree: none"
9330155M09Rik,Other,0.1716,0.0018,Complex,0.1996,0.86,0.8583,0.0211,False,-0.2051,1,28,False,"All agree: none"
Speer2,Other,0.4728,0.059,Complex,1.496,4.37,0.3021,0.1598,False,0.3066,1,24,False,"All agree: none"
4930423O20Rik,Other,0.4238,0.0322,Complex,0.1281,23.08,0.8815,0.0173,False,0.3421,1,20,False,"All agree: none"
Robo2,Other,0.1663,0.0058,Complex,4.2113,14.61,0.421,0.1152,False,-0.2011,1,20,False,"All agree: none"
Lipi,Other,0.2065,0.0018,Real,1.6876,13.95,0.3112,0.1557,False,-0.3512,1,20,False,"All agree: none"
Hspa13,Other,0.2038,0.0163,Complex,156.6706,6.88,0.1143,0.2669,False,-0.3927,0.7717,24,False,"All agree: none"
Samsn1,Other,0.3536,0.0284,Real,1.4905,13.25,0.5884,0.0715,False,-0.1358,1,20,False,"All agree: none"
Nrip1,Other,0.5084,0.4532,Complex,56.6138,3.37,0.0001,0.6792,True,-0.64,0.0098,24,True,"All agree"
Fau,Other,0.6232,0.1205,Real,65.7183,5.74,0.4114,0.1183,False,0.4453,0.351,20,False,"AR(2) unique"
D16Ertd472e,Other,0.3691,0.0523,Real,39.3287,8.01,0.1489,0.2407,False,0.3593,1,28,False,"All agree: none"
Tmprss15,Other,0.5479,0.0798,Real,1.9572,13.72,0.1377,0.2488,False,0.4205,0.5292,24,False,"AR(2) unique"
Mrpl39,Other,0.6354,0.1479,Real,42.2733,22.97,0.3425,0.1426,False,-0.3024,1,28,False,"AR(2) unique"
Atp5j,Other,0.2663,0.0237,Real,115.467,5.29,0.1784,0.2226,False,-0.3345,1,24,False,"All agree: none"
App,Other,0.5948,0.1171,Real,55.6706,3.85,0.075,0.3064,False,0.3388,1,24,False,"AR(2) unique"
Cyyr1,Other,0.576,0.0808,Real,40.1145,4.66,0.0131,0.4398,True,0.4481,0.3321,24,False,"Partial"
Adamts1,Other,0.4804,0.1398,Real,11.3386,0.01,0.4601,0.1037,False,0.3035,1,24,False,"All agree: none"
Adamts5,Other,0.4291,0.0338,Real,3.5044,16.92,0.2811,0.1692,False,-0.2742,1,24,False,"All agree: none"
Ltn1,Other,0.6974,0.2173,Real,34.6541,19.07,0.3178,0.153,False,0.3418,1,24,False,"AR(2) unique"
Rwdd2b,Other,0.5625,0.0755,Real,20.5419,21.2,0.0432,0.3524,True,0.3855,0.8575,24,False,"Partial"
Cct8,Other,0.7612,0.238,Real,93.3166,9.26,0.022,0.4035,True,0.5045,0.1236,28,False,"Partial"
Grik1,Other,0.3565,0.0158,Real,1.3588,13.36,0.2531,0.1825,False,-0.3413,1,20,False,"All agree: none"
Cldn17,Other,0.5147,0.062,Real,3.8614,13.88,0.0638,0.3206,False,-0.422,0.5292,24,False,"AR(2) unique"
Cldn8,Other,0.5925,0.1051,Real,2.5541,12.13,0.2446,0.1868,False,-0.3693,1,20,False,"AR(2) unique"
Krtap24-1,Other,0.4461,0.0503,Real,8.6259,14.61,0.4239,0.1143,False,-0.2304,1,20,False,"All agree: none"
2310079G19Rik,Other,0.6501,0.1554,Real,2.1423,13.53,0.339,0.1442,False,-0.2679,1,24,False,"AR(2) unique"
Krtap26-1,Other,0.3787,0.0202,Real,12.6036,13.29,0.2765,0.1713,False,0.3242,1,24,False,"All agree: none"
2310061N02Rik,Other,0.8089,0.3475,Real,1.4871,8.7,0.3381,0.1447,False,0.3898,0.8177,28,False,"AR(2) unique"
Krtap13,Other,0.1424,0.0026,Real,1.1258,11.38,0.4287,0.1128,False,-0.315,1,24,False,"All agree: none"
2310057N15Rik,Other,0.4376,0.091,Complex,0.4261,15.92,0.6117,0.0663,False,-0.1479,1,20,False,"All agree: none"
Krtap14,Other,0.1602,0.0294,Real,0.5535,23.43,0.6733,0.0538,False,-0.2774,1,28,False,"All agree: none"
Krtap19-1,Other,0.5511,0.0969,Real,1.4225,12.47,0.5299,0.0854,False,-0.1865,1,20,False,"AR(2) unique"
Krtap19-2,Other,0.2487,0.0172,Real,5.0881,14.7,0.3883,0.1259,False,-0.2596,1,20,False,"All agree: none"
Krtap19-3,Other,0.626,0.1313,Real,3.571,14.01,0.2441,0.1871,False,-0.3051,1,24,False,"AR(2) unique"
Krtap19-4,Other,0.7298,0.2439,Real,17.9985,15.29,0.2992,0.161,False,0.3127,1,24,False,"AR(2) unique"
Krtap19-5,Other,0.4444,0.0557,Real,2.4604,13.31,0.4043,0.1206,False,-0.2059,1,24,False,"All agree: none"
Krtap19-9a,Other,0.7831,0.3052,Real,2.8871,13.03,0.0903,0.2898,False,-0.3897,0.8575,24,False,"AR(2) unique"
Krtap19-9b,Other,0.8559,0.3997,Real,1.8459,11.84,0.2673,0.1761,False,-0.1818,1,24,False,"AR(2) unique"
Krtap16-3,Other,0.4289,0.0548,Real,6.1626,14.6,0.3988,0.1223,False,-0.2044,1,20,False,"All agree: none"
Gm10228,Other,0.3633,0.0314,Real,9.1633,13.96,0.3958,0.1233,False,-0.1572,1,20,False,"All agree: none"
Krtap6-5,Other,0.6683,0.1694,Real,1.4603,13.73,0.4393,0.1098,False,-0.2532,1,24,False,"AR(2) unique"
