Gene,Category,AR2_Eigenvalue,AR2_R2,AR2_RootType,Cosinor_Amplitude,Cosinor_Phase,Cosinor_qValue,Cosinor_R2,Cosinor_Rhythmic,JTK_Tau,JTK_qValue,JTK_Period,JTK_Rhythmic,Agreement
Zfp322a,Other,0.1532,0.0024,Real,26.7146,4.28,0.0645,0.3196,False,-0.4145,0.5568,24,False,"All agree: none"
Abt1,Other,0.5076,0.079,Real,18.0245,2.6,0.0098,0.4594,True,0.4863,0.1798,24,False,"Partial"
Btn1a1,Other,0.6046,0.1412,Real,1.8868,16.35,0.4487,0.1071,False,0.1912,1,28,False,"AR(2) unique"
Btn2a2,Other,0.3607,0.1534,Real,0.4917,13.8,0.6965,0.0493,False,-0.2264,1,20,False,"All agree: none"
Hist1h2bh,Other,0.1786,0.0848,Complex,34.9858,2.71,0.0094,0.462,True,0.5183,0.0993,20,False,"Rhythm-only"
Hist1h4f,Other,0.5205,0.3636,Real,27.5422,2.82,0.0005,0.6206,True,-0.6109,0.0171,24,True,"All agree"
Hist1h2ae,Other,0.2739,0.0241,Complex,0.6274,7.28,0.1742,0.2251,False,0.4061,0.7138,28,False,"All agree: none"
Hist1h4c,Other,0.7726,0.3661,Real,13.6191,2.91,0.2674,0.176,False,0.3077,1,28,False,"AR(2) unique"
Hfe,Other,0.3887,0.3669,Complex,89.8943,3.03,0.0001,0.6894,True,0.6594,0.007,24,True,"Rhythm-only"
4930558J22Rik,Other,0.1085,0.0039,Real,0.6445,3.9,0.2341,0.1922,False,-0.4104,0.6498,24,False,"All agree: none"
Slc17a4,Other,0.5184,0.2957,Real,285.8179,23.1,0.0004,0.6392,True,0.6327,0.0109,24,True,"All agree"
Hist1h2ba,Other,0.5802,0.1007,Real,1.6257,2.34,0.2961,0.1626,False,0.3706,1,20,False,"AR(2) unique"
Scgn,Other,0.3417,0.0124,Real,1.2643,15.45,0.6259,0.0634,False,-0.1872,1,20,False,"All agree: none"
Lrrc16a,Other,0.3169,0.0492,Complex,42.6747,3.13,0.4311,0.1122,False,0.3212,1,20,False,"All agree: none"
Gmnn,Other,0.7682,0.3011,Real,1.9915,12.55,0.1549,0.2368,False,-0.3607,1,20,False,"AR(2) unique"
Acot13,Other,0.541,0.0703,Real,38.0717,4.82,0.162,0.2323,False,0.365,1,20,False,"AR(2) unique"
Aldh5a1,Other,0.3714,0.0791,Real,17.0115,1.22,0.7535,0.0389,False,0.1752,1,20,False,"All agree: none"
Mrs2,Other,0.3085,0.0474,Complex,3.937,5.59,0.8634,0.0202,False,0.2377,1,20,False,"All agree: none"
Nrsn1,Other,0.7289,0.234,Real,1.9626,13.8,0.3907,0.1251,False,-0.3004,1,20,False,"AR(2) unique"
Hdgfl1,Other,0.7788,0.2872,Real,2.0791,15.03,0.3076,0.1574,False,0.2815,1,24,False,"AR(2) unique"
Prl2b1,Other,0.3984,0.1512,Complex,0.1581,14.04,0.9472,0.0077,False,-0.2353,1,20,False,"All agree: none"
Prl8a6,Other,0.3828,0.0202,Real,1.812,13.95,0.245,0.1866,False,-0.3278,1,20,False,"All agree: none"
Prl8a8,Other,0.3144,0.0137,Real,1.4614,14.25,0.2132,0.2032,False,-0.3764,1,20,False,"All agree: none"
Prl8a9,Other,0.5031,0.0592,Real,1.0588,12.8,0.506,0.0916,False,-0.25,1,20,False,"AR(2) unique"
Prl8a1,Other,0.6421,0.1502,Real,1.477,10.55,0.2363,0.1908,False,-0.3543,1,24,False,"AR(2) unique"
Prl7b1,Other,0.4704,0.0448,Real,6.2976,13.38,0.1377,0.2488,False,-0.4132,0.5915,24,False,"All agree: none"
Prl7a1,Other,0.2849,0.0076,Real,2.9866,13.81,0.239,0.1894,False,-0.3204,1,20,False,"All agree: none"
Prl7a2,Other,0.3284,0.0385,Real,1.6911,14.16,0.3047,0.1587,False,-0.2941,1,24,False,"All agree: none"
Prl7d1,Other,0.3912,0.1179,Real,1.3123,13.54,0.5281,0.0858,False,-0.1099,1,20,False,"All agree: none"
Prl7c1,Other,0.324,0.0177,Real,10.7006,14.05,0.4011,0.1216,False,-0.1718,1,20,False,"All agree: none"
Sox4,Other,0.5129,0.1675,Real,3.2884,3.8,0.07,0.3124,False,0.4367,0.4208,20,False,"AR(2) unique"
Cdkal1,Other,0.4096,0.4139,Complex,100.1836,2.05,0.0001,0.7088,True,0.6059,0.0195,24,True,"Rhythm-only"
E2f3,Other,0.551,0.0799,Real,6.0544,7.95,0.4536,0.1056,False,-0.2377,1,28,False,"AR(2) unique"
Uqcrfs1,Other,0.6331,0.1553,Real,69.1938,12.64,0.0605,0.3251,False,-0.3942,0.7717,24,False,"AR(2) unique"
Exoc2,Other,0.7304,0.2988,Real,21.8519,19.16,0.2882,0.1663,False,0.3212,1,20,False,"AR(2) unique"
Hus1b,Other,0.5175,0.0625,Real,5.0645,12.67,0.0436,0.3516,True,-0.5009,0.1398,24,False,"Partial"
1700018A04Rik,Other,0.2939,0.074,Real,0.4675,14.92,0.7864,0.0329,False,0.1938,1,28,False,"All agree: none"
Gmds,Other,0.1959,0.018,Complex,4.7426,2.13,0.5729,0.075,False,-0.2368,1,28,False,"All agree: none"
Mylk4,Other,0.4382,0.034,Real,2.3309,13.98,0.3643,0.1343,False,-0.2852,1,20,False,"All agree: none"
Serpinb1a,Other,0.5683,0.3038,Real,93.8798,21.3,0.0001,0.7056,True,0.7127,0.0027,24,True,"All agree"
Serpinb1c,Other,0.6225,0.1291,Real,0.2925,20.59,0.7789,0.0343,False,0.2214,1,20,False,"AR(2) unique"
Serpinb9c,Other,0.3342,0.0116,Real,1.836,14.01,0.1518,0.2389,False,-0.378,1,20,False,"All agree: none"
Serpinb6e,Other,0.5813,0.1101,Real,0.9361,13.57,0.0249,0.3942,True,-0.4576,0.3108,24,False,"Partial"
Serpinb6c,Other,0.7217,0.3454,Complex,0.7968,14.9,0.2061,0.207,False,-0.3586,1,20,False,"AR(2) unique"
Serpinb6a,Other,0.4773,0.0537,Real,4.1045,21.88,0.6511,0.0581,False,-0.2409,1,20,False,"All agree: none"
Tubb2a,Other,0.7173,0.7098,Complex,514.1553,2.06,0,0.8727,True,-0.7346,0.002,24,True,"All agree"
Tubb2b,Other,0.2312,0.0214,Real,4.0933,1.36,0.8681,0.0195,False,-0.2295,1,28,False,"All agree: none"
Slc22a23,Other,0.65,0.2677,Real,268.8858,13.6,0.0001,0.6838,True,-0.6351,0.0109,24,True,"All agree"
Pxdc1,Other,0.6326,0.3884,Real,314.8093,2.85,0,0.7798,True,0.6448,0.0092,24,True,"All agree"
Fam217a,Other,0.3246,0.019,Real,2.4206,13.34,0.3105,0.156,False,-0.2051,1,28,False,"All agree: none"
Eci3,Other,0.3566,0.0261,Real,1.3561,16.49,0.2995,0.1608,False,-0.3223,1,20,False,"All agree: none"
Eci2,Other,0.7778,0.3522,Real,292.0276,13.8,0.0004,0.6309,True,0.5745,0.034,24,True,"All agree"
Rpp40,Other,0.6296,0.1254,Real,5.7206,2.1,0.4962,0.0941,False,-0.2182,1,24,False,"AR(2) unique"
Lyrm4,Other,0.3996,0.2797,Complex,62.4437,18.24,0.0004,0.6298,True,0.5964,0.0223,24,True,"Rhythm-only"
Nrn1,Other,0.4209,0.0913,Complex,344.093,21.49,0.0789,0.3019,False,0.4672,0.245,28,False,"All agree: none"
F13a1,Other,0.4972,0.0701,Complex,1.1252,9.67,0.4949,0.0944,False,-0.1971,1,24,False,"All agree: none"
Ssr1,Other,0.3956,0.2183,Real,280.0744,4.57,0.01,0.4584,True,0.5402,0.0663,20,False,"Rhythm-only"
Cage1,Other,0.3281,0.0956,Complex,0.7076,6.99,0.1855,0.2184,False,0.4367,0.4208,28,False,"All agree: none"
Gm10129,Other,0.2348,0.0932,Real,3.1201,16.7,0.7414,0.041,False,0.3127,1,28,False,"All agree: none"
Txndc5,Other,0.5899,0.3914,Real,333.3958,9.07,0,0.7252,True,-0.6764,0.0051,24,True,"All agree"
Bloc1s5,Other,0.6997,0.2091,Real,79.6534,0.65,0.0022,0.5501,True,-0.5282,0.0827,24,False,"Partial"
Eef1e1,Other,0.2887,0.0683,Complex,44.3579,7.73,0.0958,0.2843,False,0.3942,0.7717,20,False,"All agree: none"
Slc35b3,Other,0.5354,0.0724,Real,20.1429,23.26,0.1216,0.261,False,0.3139,1,20,False,"AR(2) unique"
Ofcc1,Other,0.7162,0.2096,Real,2.5236,13.19,0.0942,0.2859,False,-0.3504,1,24,False,"AR(2) unique"
Tfap2a,Other,0.5043,0.1999,Complex,0.3611,13.01,0.8394,0.024,False,-0.1505,1,20,False,"AR(2) unique"
Mak,Other,0.6407,0.1407,Real,0.8103,12.63,0.74,0.0412,False,-0.245,1,28,False,"AR(2) unique"
Gcm2,Other,0.5629,0.0928,Real,0.5168,10.6,0.5731,0.075,False,-0.2541,1,28,False,"AR(2) unique"
Elovl2,Other,0.7063,0.2642,Real,94.3122,12.43,0.5847,0.0723,False,0.2255,1,28,False,"AR(2) unique"
Nedd9,Other,0.5939,0.1436,Real,5.6937,21.55,0.5047,0.0919,False,0.2784,1,20,False,"AR(2) unique"
Adtrp,Other,0.5099,0.04,Real,54.1853,19.84,0.3374,0.145,False,-0.2701,1,20,False,"AR(2) unique"
Tbc1d7,Other,0.5999,0.3846,Real,95.5023,2.05,0,0.7938,True,0.6861,0.0044,24,True,"All agree"
Gfod1,Other,0.6205,0.2862,Real,10.2497,2.1,0.004,0.517,True,0.5448,0.0621,20,False,"Partial"
Ranbp9,Other,0.4517,0.1028,Real,10.8121,14.13,0.8322,0.0253,False,-0.1673,1,20,False,"All agree: none"
Mcur1,Other,0.7403,0.2991,Real,58.1463,6.18,0.0633,0.3213,False,-0.3927,0.7717,24,False,"AR(2) unique"
Dtnbp1,Other,0.4671,0.3913,Complex,84.5261,16.6,0.0005,0.6288,True,0.6036,0.0195,24,True,"Rhythm-only"
Hspb1,Other,0.5858,0.6251,Complex,393.2063,4.66,0,0.788,True,-0.6982,0.0034,24,True,"All agree"
Atxn1,Other,0.6276,0.1656,Real,343.7048,3.85,0.0024,0.547,True,-0.5164,0.0993,24,False,"Partial"
Gm10113,Other,0.7886,0.3273,Real,1.7318,15.4,0.1966,0.2121,False,-0.3162,1,20,False,"AR(2) unique"
Nup153,Other,0.4692,0.2119,Real,7.9185,19.38,0.9358,0.0093,False,0.1095,1,24,False,"All agree: none"
Kif13a,Other,0.6959,0.2051,Real,14.4818,6.54,0.0983,0.2818,False,-0.4863,0.1798,28,False,"AR(2) unique"
Nhlrc1,Other,0.8338,0.3884,Real,5.4806,21.12,0.9634,0.0053,False,0.1382,1,20,False,"AR(2) unique"
Tpmt,Other,0.6248,0.1025,Real,181.8358,0.84,0.1796,0.2219,False,-0.3345,1,28,False,"AR(2) unique"
Dek,Other,0.6232,0.1253,Real,51.1829,17.67,0.1183,0.2637,False,0.3521,1,28,False,"AR(2) unique"
4931429P17Rik,Other,0.6333,0.1414,Real,3.1528,13.35,0.3065,0.1578,False,-0.2951,1,28,False,"AR(2) unique"
Zfp169,Other,0.4572,0.052,Complex,11.3368,22.23,0.3164,0.1535,False,0.2473,1,24,False,"All agree: none"
Mirlet7d,Other,0.4422,0.1086,Complex,12.0736,16.57,0.2806,0.1695,False,-0.4088,0.621,20,False,"All agree: none"
Mirlet7f-1,Other,0.3583,0.0256,Real,1.271,15.82,0.49,0.0958,False,-0.1945,1,24,False,"All agree: none"
Mirlet7a-1,Other,0.6431,0.1232,Real,0.8597,15.76,0.5138,0.0896,False,-0.2941,1,20,False,"AR(2) unique"
Ptpdc1,Other,0.5834,0.1418,Real,2.8593,19.76,0.3792,0.1289,False,-0.2596,1,20,False,"AR(2) unique"
Phf2,Other,0.4462,0.0342,Real,30.2229,0.04,0.152,0.2387,False,0.3139,1,24,False,"All agree: none"
Fam120a,Other,0.5018,0.0552,Real,62.0559,10.91,0.0481,0.344,True,-0.4073,0.621,24,False,"Partial"
Wnk2,Other,0.3209,0.1148,Real,4.113,14.99,0.0345,0.37,True,-0.4307,0.4435,24,False,"Rhythm-only"
Card19,Other,0.3578,0.0349,Real,5.4204,10.29,0.4168,0.1165,False,-0.2679,1,28,False,"All agree: none"
Susd3,Other,0.704,0.2429,Real,0.6661,16.62,0.9149,0.0123,False,0.219,1,28,False,"AR(2) unique"
Fgd3,Other,0.4223,0.1871,Complex,0.8951,7,0.7087,0.0468,False,0.1544,1,20,False,"All agree: none"
Cenpp,Other,0.1716,0.0575,Complex,0.1089,12.9,0.9636,0.0052,False,-0.2214,1,28,False,"All agree: none"
Shc3,Other,0.5409,0.1358,Real,1.191,14.87,0.3018,0.1599,False,0.2564,1,24,False,"AR(2) unique"
Sema4d,Other,0.3237,0.0837,Real,2.2695,14.65,0.3555,0.1374,False,-0.292,1,24,False,"All agree: none"
Diras2,Other,0.59,0.283,Real,4.4699,14.07,0.0781,0.3028,False,0.4351,0.4215,28,False,"AR(2) unique"
Auh,Other,0.6595,0.1773,Real,71.9931,14.38,0.0184,0.4159,True,-0.4818,0.1901,24,False,"Partial"
Nfil3,Other,0.447,0.4807,Real,294.0612,2.63,0,0.7686,True,0.6594,0.007,24,True,"Rhythm-only"
Ror2,Other,0.6841,0.1932,Real,6.2064,14.24,0.2552,0.1814,False,0.4174,0.5312,28,False,"AR(2) unique"
Sptlc1,Other,0.459,0.0448,Real,43.9509,1.96,0.0733,0.3084,False,0.4526,0.3108,24,False,"All agree: none"
Msx2,Other,0.611,0.1759,Complex,0.7881,16.52,0.5769,0.0741,False,-0.2394,1,20,False,"AR(2) unique"
Drd1,Other,0.7513,0.2159,Real,7.4395,13.87,0.38,0.1287,False,0.2868,1,28,False,"AR(2) unique"
Thoc3,Other,0.7313,0.2792,Real,108.0063,14.39,0.0123,0.4443,True,0.4509,0.3108,24,False,"Partial"
4833439L19Rik,Other,0.6749,0.6722,Complex,276.0791,7.07,0,0.7733,True,-0.7273,0.0022,24,True,"All agree"
Nop16,Other,0.4471,0.4904,Real,398.4035,4.83,0,0.7801,True,-0.6715,0.0056,28,True,"Rhythm-only"
Rnf44,Other,0.5517,0.0977,Real,31.5475,21.65,0.0152,0.4297,True,0.4672,0.245,28,False,"Partial"
Gprin1,Other,0.118,0.0032,Complex,1.4079,23.01,0.1614,0.2327,False,0.3223,1,20,False,"All agree: none"
Sncb,Other,0.5997,0.1105,Real,4.9806,15.39,0.3202,0.152,False,0.294,1,28,False,"AR(2) unique"
Hk3,Other,0.5705,0.16,Complex,0.7034,8.93,0.9477,0.0076,False,-0.1872,1,20,False,"AR(2) unique"
Uimc1,Other,0.5406,0.0768,Real,17.0382,20.6,0.3224,0.1511,False,0.3108,1,28,False,"AR(2) unique"
Rab24,Other,0.6203,0.133,Real,23.5902,11.3,0.3258,0.1495,False,-0.3127,1,20,False,"AR(2) unique"
Mxd3,Other,0.4785,0.0483,Complex,2.8369,5.83,0.48,0.0984,False,0.2847,1,20,False,"All agree: none"
Lman2,Other,0.5706,0.2168,Real,247.1432,4.79,0.0006,0.6185,True,-0.5964,0.0223,24,True,"All agree"
Pfn3,Other,0.6165,0.2758,Complex,0.8864,13.8,0.9141,0.0124,False,-0.1645,1,20,False,"AR(2) unique"
F12,Other,0.329,0.0108,Real,56.765,15.99,0.5629,0.0773,False,0.3158,1,28,False,"All agree: none"
Dbn1,Other,0.3719,0.272,Complex,4.6782,0.28,0.1541,0.2374,False,0.3752,1,20,False,"All agree: none"
Pdlim7,Other,0.488,0.2359,Complex,3.8161,16.74,0.4081,0.1194,False,0.2473,1,24,False,"All agree: none"
Dok3,Other,0.5501,0.0637,Real,1.9792,17.05,0.8946,0.0154,False,0.2618,1,28,False,"AR(2) unique"
Ddx41,Other,0.6514,0.148,Real,27.5797,6.02,0.1144,0.2669,False,0.34,1,20,False,"AR(2) unique"
Fam193b,Other,0.5776,0.1032,Real,13.9566,1.58,0.4518,0.1061,False,0.1971,1,20,False,"AR(2) unique"
4930451E10Rik,Other,0.5501,0.077,Real,0.8525,15.86,0.4854,0.097,False,-0.1978,1,24,False,"AR(2) unique"
Pitx1,Other,0.5075,0.0659,Complex,4.5735,14.08,0.4716,0.1007,False,0.2764,1,28,False,"AR(2) unique"
H2afy,Other,0.7326,0.2554,Real,141.7076,0.5,0.0115,0.449,True,-0.5673,0.0391,28,True,"All agree"
Tifab,Other,0.4242,0.0282,Complex,1.913,3.05,0.5558,0.0791,False,0.3517,1,20,False,"All agree: none"
Neurog1,Other,0.4549,0.1668,Complex,0.2855,19.58,0.9604,0.0057,False,0.1673,1,28,False,"All agree: none"
Cxcl14,Other,0.4459,0.1063,Complex,2.6331,10.78,0.5346,0.0841,False,0.2327,1,28,False,"All agree: none"
Il9,Other,0.6108,0.1507,Complex,0.7135,15.61,0.4304,0.1124,False,-0.3456,1,20,False,"AR(2) unique"
Lect2,Other,0.679,0.1862,Real,434.1516,2.01,0.0023,0.5484,True,0.5767,0.034,24,True,"All agree"
Trpc7,Other,0.5817,0.1,Real,0.4015,6.85,0.9316,0.0098,False,-0.1905,1,28,False,"AR(2) unique"
Spock1,Other,0.3352,0.012,Real,3.12,13.76,0.1885,0.2166,False,-0.3254,1,24,False,"All agree: none"
Klhl3,Other,0.2702,0.0046,Real,18.8523,23.77,0.2743,0.1725,False,-0.2878,1,28,False,"All agree: none"
Hnrnpa0,Other,0.3175,0.1442,Real,18.6333,20.9,0.0541,0.3347,False,-0.5336,0.0724,28,False,"All agree: none"
Ubqln1,Other,0.5391,0.4723,Complex,230.595,1.74,0,0.761,True,-0.6691,0.0057,24,True,"All agree"
Gkap1,Other,0.7292,0.2467,Real,22.9571,14.93,0.0207,0.4076,True,0.4509,0.3108,24,False,"Partial"
Kif27,Other,0.2492,0.0158,Complex,0.329,11.95,0.8248,0.0265,False,-0.2519,1,28,False,"All agree: none"
2210016F16Rik,Other,0.568,0.0858,Real,78.0674,0.45,0.0194,0.4122,True,-0.4218,0.4977,24,False,"Partial"
Hnrnpk,Other,0.582,0.2869,Real,337.3476,19.05,0,0.7244,True,0.6473,0.0084,24,True,"All agree"
Mir7-1,Other,0.3396,0.0179,Real,8.6181,20.45,0.3894,0.1255,False,-0.2628,1,20,False,"All agree: none"
Slc28a3,Other,0.5422,0.1096,Real,1.937,11.7,0.2991,0.161,False,-0.2409,1,24,False,"AR(2) unique"
Agtpbp1,Other,0.6662,0.2921,Real,67.9512,6.49,0.0002,0.6704,True,-0.6182,0.0145,24,True,"All agree"
Golm1,Other,0.1676,0.0794,Real,5.924,3.81,0.0997,0.2804,False,0.3956,0.7717,20,False,"All agree: none"
4921517D22Rik,Other,0.487,0.067,Real,2.5049,14.63,0.1329,0.2521,False,-0.2941,1,24,False,"All agree: none"
Spata31d1a,Other,0.447,0.0353,Real,1.3243,15,0.5869,0.0718,False,0.3285,1,28,False,"All agree: none"
Spata31d1d,Other,0.8659,0.2918,Real,1.5577,14.49,0.5193,0.0881,False,0.2514,1,28,False,"AR(2) unique"
1700014D04Rik,Other,0.5515,0.0853,Real,0.819,16.75,0.557,0.0787,False,0.2084,1,24,False,"AR(2) unique"
Zcchc6,Other,0.5888,0.2787,Real,202.2351,20.4,0.0005,0.6225,True,0.6036,0.0195,24,True,"All agree"
Gas1,Other,0.3768,0.0809,Real,33.3511,2.25,0.022,0.4032,True,0.4351,0.4215,24,False,"Rhythm-only"
BC051665,Other,0.4804,0.0636,Real,1.3914,15.2,0.4002,0.1219,False,-0.2541,1,20,False,"All agree: none"
Ctsll3,Other,0.3157,0.0241,Complex,1.1995,13.26,0.6853,0.0514,False,0.219,1,28,False,"All agree: none"
4930486L24Rik,Other,0.4428,0.075,Complex,0.8596,15.15,0.6111,0.0665,False,-0.1945,1,20,False,"All agree: none"
Ctla2b,Other,0.2759,0.038,Complex,3.4279,0.37,0.432,0.1119,False,0.2847,1,20,False,"All agree: none"
Tpbpb,Other,0.3055,0.0091,Complex,0.2051,14.18,0.8095,0.0289,False,-0.2214,1,20,False,"All agree: none"
Ctla2a,Other,0.3738,0.0312,Real,2.2449,22.64,0.0418,0.355,True,0.4262,0.4721,24,False,"Rhythm-only"
Tpbpa,Other,0.6611,0.1676,Real,2.4536,12.12,0.0522,0.3375,False,-0.3927,0.8177,28,False,"AR(2) unique"
Ctsj,Other,0.5019,0.0577,Real,0.6781,14.8,0.6554,0.0573,False,-0.1771,1,20,False,"AR(2) unique"
Ctsq,Other,0.2902,0.0363,Real,0.323,14.29,0.791,0.0321,False,-0.1664,1,20,False,"All agree: none"
Ctsr,Other,0.4502,0.0504,Real,5.0669,14.27,0.2125,0.2035,False,-0.2165,1,20,False,"All agree: none"
Cts6,Other,0.1635,0.0089,Real,0.2699,10.94,0.8726,0.0187,False,-0.1394,1,20,False,"All agree: none"
Cts8,Other,0.6276,0.13,Real,0.9847,13.45,0.5146,0.0894,False,-0.1697,1,20,False,"AR(2) unique"
Cts7,Other,0.3455,0.0167,Real,2.758,14.16,0.3327,0.1467,False,-0.3181,1,20,False,"All agree: none"
Zfp935,Other,0.6468,0.1641,Real,28.8843,23.3,0.0017,0.5645,True,0.4945,0.1482,24,False,"Partial"
6720489N17Rik,Other,0.421,0.0438,Complex,1.0205,6.48,0.9559,0.0065,False,0.1891,1,28,False,"All agree: none"
Platr25,Other,0.5809,0.1216,Complex,0.7917,1.23,0.3744,0.1307,False,0.2421,1,20,False,"AR(2) unique"
Fbp2,Other,0.5668,0.0909,Real,2.511,13.02,0.1744,0.225,False,-0.3139,1,24,False,"AR(2) unique"
Fbp1,Other,0.5996,0.0948,Real,205.4259,8.13,0.0763,0.3048,False,-0.3825,0.9062,24,False,"AR(2) unique"
Fancc,Other,0.4635,0.0591,Real,2.2051,20.37,0.2975,0.1619,False,-0.3796,0.9516,28,False,"All agree: none"
Ptch1,Other,0.5963,0.1142,Real,55.9912,9.72,0.3152,0.154,False,-0.3066,1,20,False,"AR(2) unique"
Hsd17b3,Other,0.4499,0.0572,Real,0.085,15.78,0.9732,0.0039,False,0.1744,1,20,False,"All agree: none"
Slc35d2,Other,0.1811,0.0858,Real,152.5945,23.31,0.0776,0.3033,False,0.3345,1,20,False,"All agree: none"
Zfp367,Other,0.3525,0.0833,Complex,26.0205,22.1,0.0227,0.4011,True,0.4307,0.4435,20,False,"Rhythm-only"
Cdc14b,Other,0.4581,0.1991,Complex,213.964,22.43,0.0194,0.4121,True,0.4873,0.1674,24,False,"Rhythm-only"
Aaed1,Other,0.4461,0.3754,Real,184.7488,19.64,0.0019,0.5582,True,-0.5844,0.0283,28,True,"Rhythm-only"
Ctsl,Other,0.571,0.3376,Real,617.5819,22.42,0.0001,0.6941,True,0.6182,0.0145,24,True,"All agree"
Cntnap3,Other,0.8144,0.3222,Real,1.249,13.56,0.2568,0.1807,False,-0.2628,1,24,False,"AR(2) unique"
Prss47,Other,0.6454,0.184,Real,2.5348,14.33,0.4045,0.1205,False,-0.146,1,24,False,"AR(2) unique"
Mfsd14b,Other,0.6091,0.1063,Real,36.2376,20.12,0.0493,0.3421,True,0.4073,0.621,24,False,"Partial"
Nlrp4f,Other,0.3102,0.0086,Real,0.9482,11.56,0.4168,0.1165,False,-0.3271,1,28,False,"All agree: none"
Rybp,Other,0.6484,0.3121,Real,9.2393,13.18,0.8138,0.0283,False,0.1168,1,20,False,"AR(2) unique"
Gm10772,Other,0.1253,0.0118,Real,0.1497,13.78,0.8095,0.0289,False,0.1314,1,20,False,"All agree: none"
Vmn2r-ps104,Other,0.5208,0.0828,Real,30.9376,14.44,0.4398,0.1096,False,-0.223,1,20,False,"AR(2) unique"
Mterf3,Other,0.5031,0.0522,Real,32.0226,21.04,0.2041,0.208,False,0.4073,0.621,24,False,"AR(2) unique"
Zfp708,Other,0.5754,0.0909,Real,13.5394,4.65,0.1437,0.2443,False,-0.3315,1,24,False,"AR(2) unique"
Rslcan18,Other,0.5259,0.1067,Complex,1.0667,5.07,0.9399,0.0087,False,-0.1851,1,28,False,"AR(2) unique"
Zfp458,Other,0.4644,0.0501,Complex,5.3666,3.75,0.5443,0.0819,False,-0.1527,1,28,False,"All agree: none"
Zfp457,Other,0.6156,0.1404,Real,10.3935,7.78,0.3134,0.1548,False,0.293,1,20,False,"AR(2) unique"
Zfp595,Other,0.2208,0.007,Real,7.6414,2.9,0.5832,0.0726,False,0.2482,1,20,False,"All agree: none"
Zfp953,Other,0.6798,0.1596,Real,13.9814,22.86,0.1726,0.226,False,0.2336,1,28,False,"AR(2) unique"
Zfp456,Other,0.4516,0.0457,Complex,1.6103,1.33,0.8571,0.0212,False,0.365,1,24,False,"All agree: none"
Zfp459,Other,0.406,0.0597,Real,0.2647,13.21,0.9447,0.008,False,-0.1181,1,20,False,"All agree: none"
Zfp874a,Other,0.5832,0.2117,Real,42.4265,2.76,0.0009,0.5955,True,0.5865,0.0281,24,True,"All agree"
Zfp874b,Other,0.673,0.1788,Real,5.7213,4.12,0.0606,0.325,False,0.381,0.9516,20,False,"AR(2) unique"
Zfp58,Other,0.663,0.2415,Real,5.5513,1.66,0.6339,0.0616,False,0.1645,1,20,False,"AR(2) unique"
Zfp87,Other,0.4906,0.0761,Real,10.5396,5.06,0.5341,0.0842,False,0.2044,1,20,False,"All agree: none"
Zfp748,Other,0.595,0.1279,Real,4.5804,4.91,0.5255,0.0864,False,0.2993,1,20,False,"AR(2) unique"
Zfp729b,Other,0.3958,0.0272,Real,45.2049,23.8,0.0559,0.3319,False,0.4436,0.351,24,False,"All agree: none"
Zfp729a,Other,0.3198,0.01,Real,20.4262,1.69,0.2256,0.1966,False,0.3358,1,24,False,"All agree: none"
Zfp738,Other,0.4855,0.0621,Complex,3.7411,22.38,0.2764,0.1714,False,0.2847,1,20,False,"All agree: none"
Zfp65,Other,0.4324,0.0615,Real,11.5715,0.74,0.0241,0.3966,True,0.4936,0.1592,24,False,"Rhythm-only"
Zfp85,Other,0.7066,0.2979,Complex,0.9694,7.4,0.8602,0.0207,False,-0.106,1,24,False,"AR(2) unique"
Mtrr,Other,0.4912,0.1697,Real,31.2722,6.92,0.0016,0.5693,True,-0.5455,0.0574,24,False,"Rhythm-only"
Adcy2,Other,0.0899,0.022,Complex,2.915,14.63,0.3043,0.1588,False,-0.2962,1,20,False,"All agree: none"
Papd7,Other,0.4899,0.0729,Real,104.3323,10.24,0.013,0.4409,True,-0.4655,0.245,24,False,"Rhythm-only"
A530095I07Rik,Other,0.4118,0.0315,Complex,1.0575,11.42,0.47,0.1011,False,0.2157,1,28,False,"All agree: none"
Srd5a1,Other,0.7616,0.3673,Real,292.994,5.27,0.098,0.282,False,-0.4863,0.1798,28,False,"AR(2) unique"
Ube2ql1,Other,0.5795,0.1048,Complex,1.6658,13.53,0.7414,0.041,False,0.2473,1,28,False,"AR(2) unique"
Ice1,Other,0.6664,0.1964,Real,35.6123,3.01,0.0131,0.4399,True,0.4745,0.217,24,False,"Partial"
Adamts16,Other,0.1706,0.1226,Complex,3.4474,14.37,0.0355,0.3678,True,-0.4661,0.2613,20,False,"Rhythm-only"
Irx1,Other,0.182,0.0179,Complex,3.6755,14.6,0.2711,0.1741,False,-0.2951,1,20,False,"All agree: none"
Ndufs6,Other,0.3957,0.2235,Complex,116.7964,2.28,0.0014,0.5746,True,-0.56,0.0444,24,True,"Rhythm-only"
Slc6a18,Other,0.298,0.0397,Real,0.6414,13.78,0.8994,0.0147,False,0.2051,1,28,False,"All agree: none"
Slc6a19,Other,0.5778,0.2987,Real,0.2013,23.23,0.9583,0.0061,False,0.1241,1,28,False,"AR(2) unique"
Nkd2,Other,0.7082,0.224,Real,1.5739,16.28,0.1345,0.251,False,-0.3663,1,20,False,"AR(2) unique"
Trip13,Other,0.3559,0.0179,Real,2.9737,18.11,0.013,0.4403,True,0.5018,0.1297,24,False,"Rhythm-only"
