dataset,gene,category,n_tp,ar2_ols_mod,ar2_ols_r2,ar2_ols_aic,ar2_ols_b1,ar2_ols_b2,sarimax_mod,sarimax_aic,sarimax_b1,sarimax_b2,ll_mod,ll_aic
Amit2009_DC_LPS,Srrm3,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Hapln1,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Ifna7,background,9,0.595132328626544,0.4545824503038359,31.88376322588629,0.7601081288830627,-0.35418248857645274,,,0.7601081288830627,,0.5951323286272657,61.25267382620432
Amit2009_DC_LPS,Mak,background,9,0.9975062344139649,0.0,-459.7949053362832,0.997506234413965,-4.1309875710420925e-17,,,0.99,,0.99750113172668,15.451041289257597
Amit2009_DC_LPS,Chek2,target,9,0.7823704074145743,0.7328446251890031,26.12870550129511,0.9241204658881932,-0.612103454398047,,,0.9241204658881932,,0.7823704081883129,61.84606909801545
Amit2009_DC_LPS,Mgea5,background,9,0.7930331810411627,0.46596726322390414,50.043042422272684,-0.061584681446447465,-0.6289016262322656,,,-0.06158468144644746,,1.0098470277679796,86.6747033954169
Amit2009_DC_LPS,Bcl2,target,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Agtrap,background,9,0.8657512555230026,0.7067836723258338,49.94877277403709,1.1565110833590335,-0.7495252364396553,,,0.99,,0.8657512598968996,84.47275686480671
Amit2009_DC_LPS,Spred1,background,9,0.7690275795626166,0.5882228366515285,69.21776226538265,0.7611334358151672,-0.5914034181279365,,,0.7611334358151671,,0.7690286961872034,108.37743562887508
Amit2009_DC_LPS,Mdm2,target,9,0.6001439322437809,0.1682737509911525,69.76783174143861,-0.2803699398445082,0.1919104212277924,0.6001439322437809,,-0.2803699398445082,0.19191042122779242,0.5100290662607964,111.37367766199148
Amit2009_DC_LPS,Slc33a1,background,9,0.8205605736676606,0.5983882967027094,49.07347365711217,0.11697759152839071,-0.6733196550578001,,,0.11697759152839071,,0.666482939512165,87.74927299806706
Amit2009_DC_LPS,Fasn,target,9,0.42463851583278833,0.5246343331747487,49.92899021509533,0.7095972176662458,-0.18031786912867323,,,0.709597217666246,,0.42463851611259723,81.6638513965537
Amit2009_DC_LPS,Tef,clock,9,0.7665322113495892,0.3334040228602594,38.65727973740692,0.555566626594378,-0.5875716310364912,,,0.555566626594378,,0.8436189492936579,67.22677242505344
Amit2009_DC_LPS,Birc5,target,9,0.5841964169181754,0.9363418232365399,-42.677528029482545,-0.16627749086714655,0.24414673916130297,0.5841964169181754,,-0.16627749086714655,0.24414673916130297,0.5841964169170594,14.836167941374935
Amit2009_DC_LPS,Eif1a,background,9,1.0168959605558279,0.89235378580343,55.06985446841911,1.3785194837516648,-1.0340773945947597,,,,,1.016895960564929,94.3978515161367
Amit2009_DC_LPS,BC003965,background,9,0.7190996204656002,0.5370302038669008,48.69769702923494,0.9515342108737932,-0.5171042641537702,,,0.9515342108737933,,0.7190996349153844,79.82771162791782
Amit2009_DC_LPS,Stac2,background,9,0.5895608552430592,0.9039441404902822,28.997505261167127,1.128018922705897,-0.3475820020349274,,,0.99,,0.5895608552435937,63.33537140597477
Amit2009_DC_LPS,Myc,target,9,0.21410069072474483,0.6036460285715015,25.580328412963887,0.1881723932918446,0.005551266389700567,0.2141006907247448,,0.18817239329184457,0.005551266389700568,0.21410069073219415,76.7288426995446
Amit2009_DC_LPS,Arntl,clock,9,0.32562435428254594,0.11905828028343479,10.775182650808247,0.033578087894993267,-0.10603122010192499,,,0.033578087894993267,,0.26314254902088574,52.851583443464534
Amit2009_DC_LPS,Asap1,background,9,0.7435323121399964,0.5368762077843703,56.34094563312256,0.7725379666222235,-0.552840299196249,,,0.7725379666222236,,0.7435323194785375,91.56726461404372
Amit2009_DC_LPS,Trbv13-2,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Tmem203,background,9,0.7137318314136892,0.8452951529496634,32.711483047137186,1.2666842433922132,-0.5094131271731389,,,0.99,,0.7137318314171813,66.2549552378411
Amit2009_DC_LPS,Cry2,clock,9,0.9032325578626293,0.46489982068831026,10.326000986134797,0.634231292127711,-0.815829053583068,,,0.634231292127711,,0.9032325578626628,37.301691968288814
Amit2009_DC_LPS,Ice2,background,9,0.5847831075471992,0.4956344056044425,25.07481789960825,0.9139257372883234,-0.19247704984627179,,,0.9139257372883234,,0.5847828850964738,49.10029949384167
Amit2009_DC_LPS,Six3,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Pm20d1,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Gtf3a,background,9,0.7366954782561099,0.7608334401036253,47.754518916075426,1.301426374084154,-0.5427202276829985,,,0.99,,0.7366954782807429,90.12022242474302
Amit2009_DC_LPS,Hif1a,target,9,0.7684312835736035,0.5638455644652213,68.61038407979099,0.00747721141971136,-0.5904866375745758,,,0.007477211419711362,,0.4697532712967237,111.39114598070636
Amit2009_DC_LPS,Hic2,background,9,0.5270734138950841,0.29864029722713514,3.109519710805429,-0.593337282818123,-0.2778063836350187,,,-0.593337282818123,,0.8644957096472341,31.567288226679242
Amit2009_DC_LPS,Acaca,target,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Mkl2,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Elavl4,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Cfap157,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Cry1,clock,9,0.7493318282652001,0.4309696566727568,54.261467717153195,0.6376565013176287,-0.5614981888512673,,,0.6376565013176289,,0.7493318286015821,86.70503264935519
Amit2009_DC_LPS,Samd8,background,9,0.6581238880294842,0.7395186427365557,58.112113365987106,1.20586147808027,-0.433127051995045,,,0.99,,0.6581239392983095,89.61029556412511
Amit2009_DC_LPS,Sppl2b,background,9,0.6530527835442195,0.37863723557813345,35.887592653618064,0.7204250616431453,-0.4264779380948531,,,0.7204250616431453,,0.6530527836440652,67.6872397512239
Amit2009_DC_LPS,Mia3,background,9,0.6672152173751815,0.3932798675312207,43.86709321675098,0.8216646466979649,-0.44517614629701074,,,0.821664646697965,,0.6672152175173244,71.70806808982178
Amit2009_DC_LPS,Hlf,clock,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,6330509M05Rik,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Cdk1,target,9,0.2615949560503656,0.1046346309292413,34.59695773786638,0.2580873781544276,-0.0684319210309927,,,0.2580873781544276,,0.2821252708175532,66.6907240412805
Amit2009_DC_LPS,Yap1,target,9,0.43312787396651664,0.1106900183224544,12.224887398204142,-0.30242870604829214,0.05660945272961331,0.43312787396651653,,-0.30242870604829214,0.056609452729613305,0.9406350089714188,36.944752238800255
Amit2009_DC_LPS,Hic1,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Per1,clock,9,0.6679872633672393,0.3765187018441847,27.60340418624016,0.5389383795529816,-0.4462069840208535,,,0.5389383795529816,,0.6679872634062932,59.17603645517488
Amit2009_DC_LPS,Il6,background,9,0.7800988266124167,0.7999943757924101,96.8616801132499,0.9681621196083523,-0.6085541792820693,,,0.9681621196083523,,0.7800988277125503,146.22805680022813
Amit2009_DC_LPS,Caskin2,background,9,0.7070403584340661,0.24058300766479424,1.5696991004541285,0.4030324889808638,-0.49990606845457264,,,0.4030324889808638,,0.6439388556729452,26.821259843391815
Amit2009_DC_LPS,Airn,background,9,0.935515200320167,0.7628319892676023,40.47736181953524,0.7888874529752796,-0.8751886900300824,,,0.7888874529752796,,0.9904183952983061,80.50608498882869
Amit2009_DC_LPS,Ddx60,background,9,0.6312848904643548,0.5202302739710107,70.47430936555381,0.8272422945809699,-0.39852061292859237,,,0.8272422945809699,,0.6312854669339559,106.2828656994983
Amit2009_DC_LPS,Tmem150b,background,9,0.9991675915008053,0.0,-440.3867842806048,0.49937578027465634,0.49937578027465634,0.999446293086568,-35.49120950094037,0.9993981936159653,4.807283759320663e-05,0.9991675915008053,-186.40430096634623
Amit2009_DC_LPS,Alpk2,background,9,0.7776911767345832,0.5057932968735013,61.03893194767863,0.7731579044448724,-0.6048035663708207,,,0.7731579044448724,,0.7776911768998721,94.35417281257472
Amit2009_DC_LPS,Git1,background,9,0.3435840412180412,0.35107477859668,22.91267041095129,0.5061549538275333,-0.11804999337972065,,,0.5061549538275333,,0.8602014957917461,55.12952627785758
Amit2009_DC_LPS,Gm561,background,9,1.0965832321931888,0.8391773393165007,41.28887901451824,1.5877996297012493,-1.202494785127261,,,,,1.0965832321997167,75.48212576336678
Amit2009_DC_LPS,Ahi1,background,9,1.8503205025569218,0.8496876216929935,11.104141117845241,1.9844109368424796,-3.4236859621824998,2.246063810992448,49.45814765924315,-0.41380772477242606,4.115364087729448,1.8503205027756966,39.86628178583938
Amit2009_DC_LPS,Zrsr2,background,9,0.20864032006841773,0.10911070118561295,51.41617761019705,0.3500333776471295,-0.04353078315825179,,,0.3500333776471295,,0.6245946124586258,79.41538408221423
