gene_id	eigenvalue	R2	beta1	beta2	complex	mean_expr	starvation_maintenance
ECB_00548	0.9337	0.098	1.0277	-0.1884	N	51.1	0.3166
ECB_02194	0.7231	0.216	1.0968	-0.2430	N	31.4	0.3087
ECB_03616	0.8959	0.443	1.0943	-0.2410	N	2970.4	0.0153
ECB_04017	0.9636	0.426	1.2203	-0.3405	N	284.5	0.0982
ECB_02161	0.9816	0.326	1.0633	-0.2168	N	112.6	0.1079
ECB_03958	0.9786	0.010	0.4881	0.2366	N	1.2	0.4091
ECB_01835	0.8913	0.375	1.0184	-0.1815	N	275.3	0.0552
ECB_03233	0.7604	-0.521	0.6029	0.1460	N	6.6	3.1154
ECB_01020	0.8541	0.220	1.0645	-0.2179	N	274.7	0.1261
ECB_04164	0.7662	-0.130	0.7957	-0.0061	N	2.5	1.0161
ECB_03203	0.6652	0.266	1.0144	-0.1784	N	102.4	0.1336
ECB_03773	0.6479	-0.171	0.9484	-0.1264	N	47.1	1.0989
ECB_02293	0.8953	-0.071	1.0323	-0.1926	N	5.0	1.1905
ECB_01727	0.7163	0.054	1.0447	-0.2024	N	16.7	0.5765
ECB_03335	0.6296	-0.287	0.6756	0.0883	N	8.4	0.4875
ECB_01510	0.9094	-0.096	1.0181	-0.1815	N	6.5	1.6500
ECB_01292	0.7738	-0.235	0.5688	0.1724	N	2.3	0.7500
ECB_02144	0.9123	0.696	1.3905	-0.6202	Y	2.0	0.3182
ECB_03440	0.7970	-0.080	1.0639	-0.2177	N	16.4	1.5892
ECB_02623	0.7307	0.055	1.1399	-0.2776	N	1.3	2.3182
ECB_03868	0.9224	-0.076	0.9035	-0.0916	N	1.2	0.7500
ECB_03205	0.7534	0.299	1.1289	-0.2691	N	15.7	0.3504
ECB_00573	0.7189	0.240	1.0564	-0.2120	N	29.5	0.2595
ECB_01434	0.6461	0.014	1.0621	-0.2165	N	2.7	0.8919
ECB_03163	0.6858	0.688	1.2255	-0.3452	N	1980.7	0.0104
ECB_03674	0.6172	0.457	0.9256	-0.1092	N	150.0	0.0442
ECB_01986	0.5843	-0.161	0.8373	-0.0398	N	26.8	0.5279
ECB_01877	0.5299	-0.048	1.0134	-0.1784	N	48.0	0.5668
ECB_00667	0.8474	-0.493	0.6474	0.1094	N	2.5	1.2097
ECB_03159	0.8316	0.512	1.2744	-0.3838	N	11517.2	0.0202
ECB_03393	0.6833	0.547	1.5068	-0.6181	Y	107.1	0.1629
ECB_00206	0.7684	0.205	1.1177	-0.2606	N	42.2	0.3048
ECB_03567	0.8507	-0.040	0.9384	-0.1198	N	1.7	1.0435
ECB_01557	0.7205	-0.217	0.8992	-0.0890	N	12.1	1.1323
ECB_01386	0.9022	0.110	1.2028	-0.3276	N	16.5	1.1644
ECB_03827	0.6502	-0.001	1.0255	-0.1883	N	29.1	0.3893
ECB_03487	0.9033	0.029	1.0775	-0.2292	N	38.8	0.5955
ECB_01519	0.7326	-0.166	0.7893	-0.0028	N	1.4	6.5000
ECB_02886	0.8442	-0.049	1.0327	-0.1941	N	8.9	2.2235
ECB_03861	0.7536	0.425	1.2181	-0.3398	N	2097.5	0.0436
ECB_02982	0.9356	-0.623	0.6392	0.1148	N	1.8	2.0000
ECB_03580	0.6963	0.357	1.1122	-0.2567	N	103.3	0.1116
ECB_04224	0.8727	0.368	1.4406	-0.6167	Y	4.3	0.8203
ECB_00355	0.6405	0.481	1.2383	-0.3558	N	138.6	0.1111
ECB_03895	0.6647	0.092	1.0400	-0.2001	N	76.1	0.2797
ECB_01853	0.9068	0.136	0.9109	-0.0989	N	5.0	0.4518
ECB_03908	0.7059	0.235	1.0919	-0.2410	N	1150.7	0.0876
ECB_03627	0.8463	0.217	1.1301	-0.2710	N	28.8	0.4239
ECB_01151	0.8287	0.118	1.1263	-0.2680	N	61.4	0.4548
ECB_01333	0.7890	-0.323	0.6449	0.1096	N	0.7	4.8750
ECB_00238	0.9543	-0.242	0.7694	0.0118	N	4.6	0.9048
ECB_02890	0.8001	0.341	1.1324	-0.2730	N	35.4	0.2076
ECB_03914	0.8443	-0.135	0.8707	-0.0678	N	9.9	0.6993
ECB_04041	0.8701	0.444	1.1907	-0.3188	N	607.4	0.0628
ECB_01830	0.8743	-0.087	0.8995	-0.0905	N	34.9	0.3690
ECB_03786	0.6619	0.090	1.1317	-0.2726	N	26.3	0.7040
ECB_00086	0.4982	0.457	1.0570	-0.2141	N	380.3	0.0328
ECB_02642	0.5615	0.392	1.3577	-0.4498	N	28.3	0.3457
ECB_00546	0.6374	-0.444	0.5624	0.1734	N	2.1	1.2115
ECB_02042	0.8559	-0.546	0.6541	0.1016	N	2.1	2.2105
ECB_03529	0.8263	-0.232	1.0280	-0.1916	N	5.4	2.2959
ECB_03022	0.8644	0.089	1.1936	-0.3214	N	8.6	1.0364
ECB_02926	0.6285	0.124	0.9957	-0.1664	N	132.2	0.2038
ECB_02132	0.8418	0.016	0.3971	0.3024	N	2.2	0.4125
ECB_01084	0.7298	0.543	1.1443	-0.2830	N	1104.3	0.0238
ECB_00830	0.7778	0.164	0.8475	-0.0507	N	43.9	0.1469
ECB_00866	0.6723	0.393	1.1004	-0.2487	N	27.1	0.1812
ECB_00947	0.7161	-0.317	0.7280	0.0425	N	2.9	0.8514
ECB_03671	0.7962	0.481	1.0004	-0.1707	N	41.1	0.0996
ECB_02776	0.8388	0.179	1.1761	-0.3081	N	60.2	0.4286
ECB_02322	0.9617	0.269	1.0888	-0.2398	N	468.1	0.0781
ECB_00982	0.9336	0.154	0.9005	-0.0927	N	7.4	0.3261
ECB_01917	0.5415	0.485	0.8356	-0.0421	N	84.4	0.0432
ECB_03653	0.8616	0.025	1.0558	-0.2142	N	25.2	0.7462
ECB_02604	0.9866	0.087	1.0237	-0.1892	N	52.4	0.3151
ECB_00341	0.6684	-0.222	0.2173	0.4409	N	1.6	0.8250
ECB_03447	0.6275	0.118	1.0078	-0.1769	N	16.5	0.4113
ECB_01350	0.9413	0.198	0.9904	-0.1633	N	58.1	0.1678
ECB_01767	0.8083	0.171	1.0852	-0.2374	N	54.1	0.2842
ECB_00094	0.8718	0.389	1.1348	-0.2762	N	138.2	0.1210
ECB_03049	0.9455	0.213	0.9472	-0.1296	N	33.2	0.2995
ECB_03725	0.9061	0.203	1.1553	-0.2923	N	68.8	0.3473
ECB_03892	0.8225	0.170	1.0454	-0.2065	N	60.4	0.2565
ECB_02388	0.7532	0.295	1.0397	-0.2021	N	110.7	0.1234
ECB_03766	0.8118	-0.422	0.9001	-0.0931	N	3.5	2.2500
ECB_02953	0.8440	0.183	1.0280	-0.1931	N	33.0	0.3079
ECB_04083	0.5849	-0.026	0.9651	-0.1440	N	15.4	0.5077
ECB_00562	0.7652	0.029	0.9782	-0.1543	N	112.2	0.2525
ECB_00644	0.6209	0.245	1.1497	-0.2882	N	152.7	0.1981
ECB_03860	0.7497	0.562	1.2572	-0.3721	N	6077.7	0.0153
ECB_00583	0.6247	0.065	0.6911	0.0697	N	4.2	0.3643
ECB_02842	0.7267	0.268	1.1354	-0.2770	N	126.3	0.2079
ECB_03906	0.8099	0.379	1.2058	-0.3321	N	2375.8	0.0504
ECB_03882	0.8212	0.504	1.0077	-0.1777	N	452.4	0.0190
ECB_02114	0.8914	0.096	1.1211	-0.2661	N	39.0	0.6608
ECB_01023	0.8153	0.102	1.0816	-0.2355	N	1.1	1.3846
ECB_01759	0.8106	-0.002	1.0916	-0.2433	N	6.6	2.6786
ECB_02619	0.6494	0.053	1.0769	-0.2318	N	0.9	1.5000
ECB_01225	0.8865	0.118	1.0290	-0.1945	N	67.6	0.2072
ECB_03565	0.5661	0.632	1.4034	-0.6076	Y	2.7	0.5795
ECB_03116	0.9647	0.091	0.8538	-0.0580	N	29.3	0.2370
ECB_01147	0.8165	-0.380	0.2307	0.4276	N	0.3	3.0000
ECB_02157	0.6890	0.354	1.2072	-0.3334	N	1037.2	0.0807
ECB_01416	0.9933	-0.263	0.5937	0.1446	N	2.6	2.7143
ECB_04233	0.7715	-0.236	0.9089	-0.1010	N	9.3	1.6337
ECB_02600	0.6193	0.436	1.0369	-0.2009	N	259.9	0.0314
ECB_02716	0.8030	-0.672	0.6130	0.1294	N	6.0	0.8716
ECB_04156	0.8695	0.448	1.1378	-0.2795	N	417.4	0.0454
ECB_03507	0.6872	0.215	1.0443	-0.2067	N	430.7	0.1109
ECB_02185	0.7600	-0.311	0.4232	0.2769	N	0.7	2.5000
ECB_00509	0.6354	0.484	0.8457	-0.0521	N	575.0	0.0065
ECB_01711	0.9626	-0.080	0.9406	-0.1261	N	2.3	2.2143
ECB_01978	0.7161	-0.081	0.8499	-0.0554	N	3.1	3.6522
ECB_02118	0.9702	0.247	1.0364	-0.2007	N	139.1	0.1334
ECB_01607	0.4276	0.453	1.2680	-0.3810	N	265.1	0.1153
ECB_01955	0.7662	-0.457	0.6785	0.0779	N	1.7	1.6667
ECB_01563	0.4059	0.163	1.0658	-0.2237	N	24.3	0.3462
ECB_02644	0.9182	0.006	1.0949	-0.2463	N	5.4	1.2254
ECB_01922	0.8155	0.345	1.0231	-0.1905	N	573.9	0.0306
ECB_01988	0.7478	0.262	1.0434	-0.2063	N	5.9	0.3827
ECB_02490	0.6535	0.451	1.2511	-0.3680	N	533.7	0.0810
ECB_03854	0.9492	0.028	0.8998	-0.0946	N	76.0	0.2452
ECB_02147	0.7731	-0.351	0.6218	0.1217	N	13.7	0.3220
ECB_02115	0.9479	0.538	1.0749	-0.2309	N	562.9	0.0253
ECB_03295	0.5849	-0.209	0.4460	0.2580	N	2.6	50.2500
ECB_00602	0.7396	0.459	1.1774	-0.3109	N	112.0	0.0959
ECB_03143	0.6336	-0.038	0.9315	-0.1197	N	10.2	0.6473
ECB_00093	0.8067	0.428	1.0866	-0.2403	N	263.3	0.0570
ECB_00169	0.6791	0.370	1.0953	-0.2472	N	103.6	0.1363
ECB_01190	0.7488	0.382	1.2224	-0.3460	N	132.3	0.1481
ECB_03946	0.6117	-0.006	0.1795	0.4646	N	1.9	0.3871
ECB_03165	0.9360	0.514	1.1562	-0.2946	N	6750.9	0.0104
ECB_00433	0.3869	0.285	1.2310	-0.3527	N	44.3	0.3325
ECB_03197	0.8697	0.223	0.9520	-0.1358	N	51.6	0.1735
ECB_00173	0.5425	0.301	1.1955	-0.3251	N	73.8	0.3029
ECB_03836	0.9357	-0.084	0.9608	-0.1428	N	7.0	0.6553
ECB_03735	0.8406	0.247	1.0225	-0.1909	N	102.6	0.1524
ECB_00012	0.9988	0.361	1.4988	-0.6032	Y	0.8	4.5000
ECB_02524	0.9638	-0.055	1.0628	-0.2223	N	20.3	3.5276
ECB_01575	0.6211	0.556	1.0328	-0.1991	N	5.2	0.2742
ECB_03090	0.9003	0.519	1.2288	-0.3513	N	1556.0	0.0369
ECB_04228	0.6641	0.130	0.8803	-0.0807	N	3.3	0.3889
ECB_03432	0.5174	-0.008	1.0965	-0.2486	N	4.7	0.7266
ECB_03145	0.6979	0.573	1.2144	-0.3402	N	2974.5	0.0158
ECB_00797	0.7607	0.242	0.9512	-0.1360	N	123.5	0.0762
ECB_03539	0.9600	0.012	0.9133	-0.1066	N	1.7	2.7000
ECB_02856	0.9527	-0.407	0.6954	0.0624	N	2.5	1.0588
ECB_00227	0.8216	-0.109	0.9856	-0.1627	N	5.3	1.1855
ECB_00796	0.9585	0.396	1.1094	-0.2588	N	93.2	0.0796
ECB_01895	0.6713	0.175	1.1773	-0.3115	N	97.8	0.4040
ECB_01214	0.8736	-0.310	0.4653	0.2407	N	3.5	1.0435
ECB_01884	0.7258	0.174	1.1712	-0.3068	N	37.7	0.9703
ECB_00047	0.8128	-0.345	0.4960	0.2167	N	0.6	0.5625
ECB_03264	0.6820	0.217	1.0835	-0.2389	N	44.6	0.2781
ECB_03753	0.7548	0.477	1.0617	-0.2220	N	255.3	0.0562
ECB_00710	0.7708	0.119	0.9621	-0.1448	N	47.9	0.2486
ECB_00661	0.8514	-0.364	0.6442	0.1015	N	1.0	2.1667
ECB_01481	0.7356	0.834	1.3675	-0.6008	Y	21.6	0.0753
ECB_03789	0.7065	0.340	1.5257	-0.6007	Y	1.7	4.2273
ECB_04016	0.7527	0.164	1.0906	-0.2446	N	65.7	0.2800
ECB_04248	0.6158	0.099	0.8666	-0.0712	N	27.8	0.2076
ECB_00882	0.5523	0.274	1.2482	-0.3669	N	146.0	0.2614
ECB_00552	0.8594	-0.244	0.9913	-0.1679	N	7.6	0.8289
ECB_01441	0.8227	0.112	1.1073	-0.2577	N	14.5	0.4540
ECB_01130	0.8254	0.238	0.9133	-0.1075	N	65.8	0.1292
ECB_01497	0.9199	0.103	1.0159	-0.1870	N	78.6	0.2621
ECB_01901	0.8897	-0.039	0.9298	-0.1205	N	11.0	0.5798
ECB_02431	0.6606	-0.210	0.6634	0.0858	N	0.6	1.9286
ECB_00939	0.8451	0.155	0.4781	0.2292	N	2.4	0.2647
ECB_02790	0.8170	0.428	1.0675	-0.2271	N	28.3	0.1596
ECB_00281	0.3418	0.208	1.0510	-0.2144	N	0.8	3.9000
ECB_03113	0.9213	0.334	1.0904	-0.2450	N	350.4	0.0907
ECB_00561	0.9502	-0.266	1.0243	-0.1938	N	70.3	1.2454
ECB_04014	0.7009	0.409	1.1077	-0.2584	N	111.6	0.0919
ECB_03638	0.8514	0.227	1.0156	-0.1871	N	94.4	0.1678
ECB_01662	0.8509	0.442	1.1397	-0.2832	N	59.3	0.1234
ECB_01734	0.8930	0.242	1.1030	-0.2548	N	108.2	0.2056
ECB_00855	0.8056	0.370	1.2179	-0.3438	N	31.6	0.2054
ECB_02440	0.6838	-0.687	0.6888	0.0655	N	1.1	1.8333
ECB_03309	0.9987	0.391	1.0956	-0.2491	N	770.9	0.0481
ECB_03381	0.8324	0.345	1.0632	-0.2242	N	49.1	0.1154
ECB_02349	0.9353	0.107	0.8603	-0.0673	N	7.3	0.3103
ECB_02698	0.8105	0.082	1.0852	-0.2412	N	43.1	0.5202
ECB_01446	0.5714	-0.395	0.5035	0.2085	N	3.2	0.5278
RF01830.6	0.6842	0.639	1.4180	-0.4986	N	304.6	0.1007
ECB_00125	0.8424	0.457	1.1218	-0.2696	N	269.1	0.0555
ECB_03375	0.8986	0.167	0.9265	-0.1186	N	144.1	0.1338
ECB_03108	0.7895	0.345	1.2294	-0.3528	N	55.9	0.2731
ECB_01772	0.7945	-0.587	0.6537	0.0921	N	1.3	1.1000
ECB_03867	0.8347	0.149	0.9976	-0.1737	N	6.4	0.2864
ECB_01691	0.9287	0.134	1.0458	-0.2110	N	32.7	0.5277
ECB_02804	0.9793	-0.152	0.8145	-0.0324	N	1.4	1.2500
ECB_00556	0.9459	0.173	1.1631	-0.3017	N	45.7	0.4243
ECB_02519	0.9538	-0.401	0.6212	0.1170	N	8.6	0.4471
ECB_02489	0.9285	0.422	1.0774	-0.2355	N	394.1	0.0488
ECB_00046	0.9622	-0.436	0.7739	-0.0010	N	0.7	1.7143
ECB_02656	0.9086	-0.061	0.9093	-0.1057	N	31.3	0.3694
ECB_03078	0.7608	0.571	1.1921	-0.3242	N	2229.7	0.0116
ECB_03596	0.8566	0.161	1.0256	-0.1957	N	49.1	0.2837
ECB_03401	0.7026	0.167	1.0615	-0.2234	N	97.0	0.2288
ECB_00316	0.6891	0.270	0.8883	-0.0897	N	41.4	0.0995
ECB_03932	0.8483	-0.124	0.9093	-0.1060	N	27.5	0.5135
ECB_02303	0.6525	0.109	1.0720	-0.2318	N	30.7	0.4348
ECB_00837	0.8800	-0.417	0.2092	0.4338	N	0.3	0.6000
ECB_00491	0.6846	-0.240	0.8986	-0.0981	N	13.9	1.5700
ECB_00662	0.8288	-0.293	0.8085	-0.0286	N	2.4	1.0645
ECB_01453	0.9038	-0.108	0.8937	-0.0943	N	31.0	0.4225
ECB_02579	0.6809	-0.062	1.0449	-0.2110	N	5.0	0.5625
ECB_02177	0.9863	0.496	0.9721	-0.1549	N	32.4	0.0961
ECB_03147	0.6886	0.514	1.2163	-0.3433	N	5407.3	0.0184
ECB_02411	0.6234	0.001	1.0811	-0.2392	N	21.3	1.0768
ECB_03625	0.6149	0.330	1.1367	-0.2820	N	281.0	0.1245
ECB_04061	0.8044	-0.273	0.8570	-0.0665	N	1.0	1.0385
ECB_03419	0.7494	-0.245	0.6748	0.0739	N	2.8	2.8200
ECB_02320	0.7620	0.164	0.9677	-0.1519	N	152.1	0.1608
ECB_03648	0.6627	0.481	1.1863	-0.3203	N	737.1	0.0393
ECB_00912	0.8270	0.496	1.0613	-0.2241	N	698.6	0.0210
ECB_01916	0.7994	0.482	1.3227	-0.4255	N	216.9	0.1041
ECB_01256	0.7181	0.322	1.2297	-0.3538	N	99.2	0.2292
ECB_03057	0.9600	0.490	1.0777	-0.2367	N	144.4	0.0554
ECB_03618	0.8472	0.467	1.0897	-0.2460	N	1491.4	0.0164
ECB_01345	0.9437	-0.127	0.8005	-0.0233	N	14.4	3.5318
ECB_03830	0.6014	-0.215	0.8797	-0.0843	N	1.3	0.9167
ECB_01518	0.9294	-0.181	0.6165	0.1184	N	0.6	4.1250
ECB_00199	0.7320	0.219	1.0518	-0.2169	N	59.8	0.2261
ECB_00924	0.7538	-0.212	0.8139	-0.0337	N	6.8	1.2784
ECB_03815	0.9533	0.533	1.4136	-0.5930	Y	12.3	0.2773
ECB_03368	0.7478	0.081	1.0558	-0.2200	N	9.7	8.0385
ECB_04254	0.7534	0.277	0.9901	-0.1696	N	19.4	0.2301
ECB_00540	0.8099	0.132	1.1984	-0.3300	N	8.8	0.9713
ECB_02668	0.7772	0.379	1.1015	-0.2555	N	129.9	0.1020
ECB_01719	0.7042	-0.335	0.4626	0.2362	N	0.7	0.6818
ECB_01295	0.7703	-0.023	0.7783	-0.0068	N	1.1	0.5357
ECB_01987	0.5540	0.236	0.7606	0.0068	N	2.2	0.2273
ECB_02673	0.7369	0.340	1.4908	-0.5919	Y	7.1	0.7430
ECB_01679	0.8230	0.386	1.0684	-0.2302	N	20.1	0.1597
ECB_03166	0.6819	0.588	1.1494	-0.2925	N	8951.6	0.0052
ECB_00387	0.8602	0.473	1.1707	-0.3089	N	2991.0	0.0218
ECB_02594	0.7225	0.267	1.0083	-0.1840	N	42.3	0.1662
ECB_03823	0.0000	-0.007	0.8985	-0.0996	N	25.0	0.2882
ECB_01267	0.4934	0.268	0.8108	-0.0323	N	14.7	0.1882
ECB_02929	0.7993	0.086	1.0231	-0.1956	N	26.7	0.4615
ECB_02449	0.6964	0.430	0.9983	-0.1765	N	706.8	0.0182
ECB_02196	0.6486	-0.229	0.7125	0.0430	N	2.3	1.6667
ECB_02801	0.8796	0.244	1.0743	-0.2350	N	38.7	0.2756
ECB_01954	0.7742	-0.153	0.8561	-0.0674	N	3.3	1.4250
ECB_03351	0.4854	-0.307	0.8645	-0.0739	N	3.4	1.2973
ECB_01792	0.7865	-0.022	0.9629	-0.1495	N	19.1	0.6889
ECB_00098	0.6836	0.339	1.2020	-0.3332	N	79.4	0.2393
ECB_04243	0.8140	-0.009	0.9631	-0.1497	N	1.7	0.6600
ECB_03776	0.9556	0.126	1.0060	-0.1828	N	97.1	0.2124
ECB_03070	0.9319	0.419	0.9792	-0.1622	N	190.2	0.0413
ECB_01539	0.9513	0.150	1.0678	-0.2303	N	27.5	0.3156
ECB_00019	0.7784	0.053	1.0277	-0.1996	N	22.7	0.4703
ECB_03144	0.5756	0.071	0.9691	-0.1547	N	10.9	0.4855
ECB_01668	0.6539	-0.145	0.8625	-0.0729	N	3.9	1.6023
ECB_03077	0.7158	0.479	1.1765	-0.3140	N	2244.9	0.0225
ECB_03602	0.9299	-0.110	0.9084	-0.1084	N	2.9	0.7258
ECB_01512	0.5692	-0.267	1.0067	-0.1839	N	3.1	1.4189
ECB_00793	0.9234	0.259	1.0403	-0.2097	N	62.9	0.1480
ECB_00401	0.9050	0.010	1.0825	-0.2420	N	40.6	0.8034
ECB_01361	0.7369	-0.241	0.8848	-0.0905	N	12.0	0.7068
ECB_02324	0.9624	0.336	1.0890	-0.2472	N	203.3	0.0826
ECB_00034	0.9967	0.408	0.5188	0.1896	N	10.0	0.0462
ECB_01517	0.6421	0.462	1.3478	-0.5871	Y	23.3	1.2095
ECB_04065	0.7143	0.040	1.0996	-0.2555	N	6.6	0.6742
ECB_02513	0.4710	0.364	1.3598	-0.5871	Y	1.8	1.5714
ECB_00730	0.7404	0.328	1.2726	-0.5870	Y	1.7	2.9000
ECB_01609	0.8534	-0.160	0.8831	-0.0896	N	6.9	1.0323
ECB_03993	0.6935	0.027	1.0310	-0.2029	N	7.5	0.9300
ECB_03982	0.8497	0.465	1.3053	-0.4131	N	367.4	0.1274
ECB_03840	0.9615	0.304	1.0328	-0.2044	N	126.9	0.1070
ECB_03026	0.7294	-0.074	0.7899	-0.0185	N	4.4	0.3269
ECB_01900	0.9111	0.267	1.0106	-0.1876	N	25.0	0.2391
ECB_01718	0.9328	0.320	1.0895	-0.2480	N	46.0	0.1846
ECB_04131	0.8749	0.582	1.4314	-0.5856	Y	24.8	0.2217
ECB_00198	0.8872	-0.129	0.8141	-0.0376	N	20.7	0.3846
ECB_03866	0.6100	0.321	1.0788	-0.2401	N	8.2	0.2857
ECB_03970	0.9610	-0.208	0.0246	0.5661	N	0.3	0.7500
ECB_03206	0.6133	0.222	1.0159	-0.1921	N	46.9	0.1964
ECB_02617	0.6784	-0.517	0.6368	0.0976	N	3.6	1.2766
ECB_03726	0.7389	0.203	1.1116	-0.2654	N	88.0	0.2471
RF01830.4	0.6767	0.558	1.2846	-0.3977	N	329.2	0.0788
ECB_03371	0.6634	0.476	1.1607	-0.3032	N	81.6	0.1083
ECB_03399	0.5811	0.029	1.0497	-0.2185	N	22.3	0.5967
ECB_02954	0.7706	0.202	1.1438	-0.2904	N	8.2	0.4778
ECB_03920	0.6300	0.373	1.3451	-0.5821	Y	1.9	1.8750
ECB_00944	0.9653	-0.211	0.8518	-0.0680	N	11.9	1.2162
ECB_00831	0.5866	0.355	1.0927	-0.2518	N	95.6	0.1685
ECB_00466	0.8578	0.020	1.0965	-0.2547	N	12.4	0.9277
ECB_01672	0.5431	0.001	0.8833	-0.0923	N	10.6	0.4091
ECB_02189	0.7074	0.382	1.1269	-0.2780	N	57.8	0.1401
ECB_00444	0.8684	0.172	1.0528	-0.2215	N	50.8	0.2642
ECB_04022	0.5822	-0.297	0.6519	0.0841	N	1.8	0.9600
ECB_04119	0.8588	-0.075	0.8902	-0.0977	N	3.0	2.8846
ECB_00964	0.6619	0.317	1.1014	-0.2587	N	32.3	0.2438
ECB_03907	0.7505	0.337	0.9978	-0.1799	N	468.3	0.0410
ECB_00179	0.9095	0.476	1.2961	-0.4071	N	191.8	0.1180
ECB_03492	0.7173	-0.060	0.6225	0.1057	N	9.9	0.2172
ECB_02110	0.6411	0.216	0.9393	-0.1356	N	29.7	0.2044
ECB_00519	0.6692	0.388	1.1419	-0.2898	N	606.7	0.0645
ECB_03709	0.7669	0.107	1.0250	-0.2008	N	9.1	0.4737
ECB_03040	0.9285	0.152	0.9960	-0.1789	N	116.1	0.2099
ECB_02665	0.7334	0.197	0.8128	-0.0395	N	20.4	0.1919
ECB_03391	0.8079	0.555	1.4413	-0.5789	Y	146.9	0.1303
ECB_04229	0.8400	0.155	0.7768	-0.0121	N	5.8	0.2361
ECB_03265	0.7008	0.637	1.4150	-0.5787	Y	16.3	0.1477
ECB_00241	0.8811	0.012	1.0059	-0.1866	N	1.4	1.3235
ECB_01507	0.8793	0.335	0.7350	0.0194	N	1.4	0.4286
ECB_03058	0.8321	0.527	1.1204	-0.2737	N	154.2	0.0530
ECB_04250	0.8311	0.196	1.0880	-0.2491	N	138.6	0.2472
ECB_00016	0.7530	0.131	1.0068	-0.1874	N	53.4	0.2392
ECB_02450	0.7848	0.046	0.7689	-0.0066	N	8.0	0.4239
ECB_03029	0.7473	0.489	1.2435	-0.3674	N	3012.6	0.0516
ECB_00274	0.9953	0.676	1.4286	-0.5778	Y	3.6	0.1346
ECB_03607	0.7868	-0.554	0.7726	-0.0096	N	1.1	1.0000
ECB_01663	0.9570	-0.595	0.4773	0.2149	N	2.6	1.0147
ECB_00040	0.8855	-0.439	0.7186	0.0313	N	0.6	0.5000
ECB_03316	0.7400	0.444	1.1300	-0.2813	N	11.0	0.1935
ECB_03169	0.8841	0.410	0.9689	-0.1590	N	4659.5	0.0078
ECB_00528	0.6741	-0.236	0.8625	-0.0783	N	0.9	3.5000
ECB_00247	0.4280	-0.021	0.9598	-0.1522	N	13.7	0.6209
ECB_02390	0.6964	0.565	1.0706	-0.2363	N	166.0	0.0325
ECB_00501	0.5777	0.131	0.7592	0.0000	N	0.2	6.0000
ECB_02748	0.6701	0.008	1.0352	-0.2095	N	19.3	6.5054
ECB_00537	0.8340	0.406	0.9729	-0.1623	N	56.4	0.1062
ECB_02495	0.8190	0.525	1.2854	-0.3995	N	1394.8	0.0382
ECB_00892	0.7762	0.525	1.0790	-0.2429	N	212.1	0.0405
ECB_02501	0.7882	0.378	1.0941	-0.2544	N	56.5	0.1476
ECB_02939	0.9581	0.250	1.1659	-0.3089	N	29.5	0.2511
ECB_02128	0.7113	0.073	0.9808	-0.1684	N	7.6	0.5732
ECB_03060	0.8450	0.306	1.0943	-0.2546	N	133.3	0.1670
ECB_00759	0.7390	-0.034	0.8084	-0.0378	N	9.2	0.3723
ECB_02500	0.7389	0.569	1.4538	-0.5753	Y	61.9	0.1705
ECB_00129	0.8176	-0.079	1.0036	-0.1859	N	25.2	0.9895
ECB_03631	0.7416	-0.034	0.9646	-0.1564	N	19.6	0.5344
ECB_01524	0.6838	-0.074	0.9880	-0.1742	N	4.5	2.2500
ECB_02213	0.5677	0.359	1.2254	-0.3542	N	87.6	0.1882
ECB_01554	0.9356	-0.001	1.0395	-0.2133	N	20.5	0.7174
ECB_03843	0.8615	0.160	1.0742	-0.2398	N	61.2	0.3360
ECB_00326	0.8618	-0.625	0.6175	0.1062	N	1.1	1.3750
ECB_03851	0.7547	0.447	1.1285	-0.2810	N	203.5	0.0687
ECB_02751	0.8735	-0.225	0.8588	-0.0767	N	4.3	1.4706
ECB_03640	0.8792	0.249	1.0941	-0.2551	N	30.2	0.2768
ECB_02930	0.6636	-0.050	0.7350	0.0168	N	1.1	0.6176
ECB_01520	0.6633	0.144	1.2080	-0.3414	N	2.8	1.0286
ECB_00563	0.8098	0.094	0.9444	-0.1419	N	150.2	0.1679
ECB_04029	0.7158	0.276	1.0535	-0.2245	N	99.1	0.1421
ECB_02399	0.7345	0.350	1.1174	-0.2729	N	618.9	0.0606
ECB_02897	0.7826	0.090	1.0568	-0.2271	N	19.7	0.5133
ECB_01393	0.8743	0.127	1.0807	-0.2452	N	34.1	0.4093
ECB_03157	0.9536	0.517	1.2541	-0.3764	N	4907.8	0.0209
ECB_00037	0.7833	0.211	0.8941	-0.1043	N	1033.2	0.0426
ECB_01344	0.8881	0.367	1.3165	-0.5718	Y	1.8	1.8000
ECB_04185	0.6706	0.391	1.1435	-0.5717	Y	0.6	10.5000
ECB_01110	0.6386	0.348	1.1269	-0.2804	N	181.3	0.0956
ECB_00861	0.6305	0.279	1.0432	-0.2172	N	19.4	0.2520
ECB_00330	0.7524	-0.269	0.8870	-0.0992	N	9.8	2.0938
ECB_03956	0.7022	-0.401	0.7170	0.0293	N	3.4	1.7432
ECB_00194	0.9116	0.304	0.8548	-0.0748	N	27.4	0.1402
ECB_00035	0.7120	0.236	1.0627	-0.2320	N	80.1	0.1682
ECB_03501	0.8790	0.409	1.1724	-0.3149	N	93.1	0.1213
ECB_01264	0.7547	0.475	1.1679	-0.3115	N	150.5	0.0452
ECB_03067	0.5609	0.329	1.1192	-0.2748	N	468.7	0.0838
